Measure Names,State,Measure Values
Total available sequences,New Jersey,"2,728"
B.1.1.7,New Mexico,0.004076087
B.1.351,New Mexico,
P.1,New Mexico,
B.1.617.2,New Mexico,0.985054348
AY.1,New Mexico,
AY.2,New Mexico,
Other,New Mexico,0.010869565
Total available sequences,New Mexico,736
B.1.1.7,New York,0.001604107
B.1.351,New York,
P.1,New York,0.002887392
B.1.617.2,New York,0.978184151
AY.1,New York,0.004812320
AY.2,New York,0.000962464
Other,New York,0.011549567
Total available sequences,New York,"3,117"
B.1.1.7,North Carolina,0.003160439
B.1.351,North Carolina,
P.1,North Carolina,0.002044990
B.1.617.2,North Carolina,0.979364194
AY.1,North Carolina,0.000185908
AY.2,North Carolina,0.000371816
Other,North Carolina,0.014872653
Total available sequences,North Carolina,"5,379"
B.1.1.7,Ohio,
B.1.351,Ohio,
P.1,Ohio,0.001724138
B.1.617.2,Ohio,0.983620690
AY.1,Ohio,
AY.2,Ohio,
Other,Ohio,0.014655172
Total available sequences,Ohio,"1,160"
B.1.1.7,Oklahoma,
B.1.351,Oklahoma,
P.1,Oklahoma,
B.1.617.2,Oklahoma,0.937853107
AY.1,Oklahoma,
AY.2,Oklahoma,
Other,Oklahoma,0.062146893
Total available sequences,Oklahoma,354
B.1.1.7,Oregon,0.009743136
B.1.351,Oregon,
P.1,Oregon,0.007085917
B.1.617.2,Oregon,0.961027458
AY.1,Oregon,0.002657219
AY.2,Oregon,0.003542958
Other,Oregon,0.015943313
Total available sequences,Oregon,"1,129"
B.1.1.7,Pennsylvania,0.003032600
B.1.351,Pennsylvania,
P.1,Pennsylvania,0.000758150
B.1.617.2,Pennsylvania,0.990902199
AY.1,Pennsylvania,
AY.2,Pennsylvania,
Other,Pennsylvania,0.005307051
Total available sequences,Pennsylvania,"1,319"
B.1.1.7,Rhode Island,
B.1.351,Rhode Island,
P.1,Rhode Island,0.005524862
B.1.617.2,Rhode Island,0.976519337
AY.1,Rhode Island,
AY.2,Rhode Island,
Other,Rhode Island,0.017955801
Total available sequences,Rhode Island,724
B.1.1.7,South Carolina,0.003701419
B.1.351,South Carolina,
P.1,South Carolina,
B.1.617.2,South Carolina,0.969771746
AY.1,South Carolina,
AY.2,South Carolina,0.001233806
Other,South Carolina,0.025293029
Total available sequences,South Carolina,"1,621"
B.1.1.7,Tennessee,0.005432322
B.1.351,Tennessee,
P.1,Tennessee,0.000905387
B.1.617.2,Tennessee,0.953372567
AY.1,Tennessee,0.000452694
AY.2,Tennessee,0.001358081
Other,Tennessee,0.038478950
Total available sequences,Tennessee,"2,209"
B.1.1.7,Texas,0.004689755
B.1.351,Texas,
P.1,Texas,0.003727754
B.1.617.2,Texas,0.953703704
AY.1,Texas,0.000601251
AY.2,Texas,0.001202501
Other,Texas,0.036075036
Total available sequences,Texas,"8,316"
B.1.1.7,Utah,
B.1.351,Utah,
P.1,Utah,0.001926782
B.1.617.2,Utah,0.969171484
AY.1,Utah,
AY.2,Utah,0.007707129
Other,Utah,0.021194605
Total available sequences,Utah,519
B.1.1.7,Vermont,0.001902950
B.1.351,Vermont,
P.1,Vermont,0.000951475
B.1.617.2,Vermont,0.995242626
AY.1,Vermont,
AY.2,Vermont,
Other,Vermont,0.001902950
Total available sequences,Vermont,"1,051"
B.1.1.7,Virginia,0.003302146
B.1.351,Virginia,
P.1,Virginia,0.001651073
B.1.617.2,Virginia,0.984039626
AY.1,Virginia,0.001100715
AY.2,Virginia,0.003302146
Other,Virginia,0.006604293
Total available sequences,Virginia,"1,817"
B.1.1.7,Washington,0.003338102
B.1.351,Washington,
P.1,Washington,0.002145923
B.1.617.2,Washington,0.986170720
AY.1,Washington,0.000715308
AY.2,Washington,0.001669051
Other,Washington,0.005960897
Total available sequences,Washington,"4,194"
B.1.1.7,West Virginia,0.001418440
B.1.351,West Virginia,
P.1,West Virginia,0.004255319
B.1.617.2,West Virginia,0.984397163
AY.1,West Virginia,
AY.2,West Virginia,0.001418440
Other,West Virginia,0.008510638
Total available sequences,West Virginia,705
B.1.1.7,Wisconsin,0.001004016
B.1.351,Wisconsin,
P.1,Wisconsin,0.001004016
B.1.617.2,Wisconsin,0.983935743
AY.1,Wisconsin,
AY.2,Wisconsin,
Other,Wisconsin,0.014056225
Total available sequences,Wisconsin,996
