Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share High,Alaska,AY.2 (Delta),0,179
Share,Alaska,B.1.1.7 (Alpha),0,179
Share Low,Alaska,B.1.1.7 (Alpha),0,179
Share High,Alaska,B.1.1.7 (Alpha),0,179
Share,Alaska,B.1.1.529 (Omicron),0,179
Share Low,Alaska,B.1.1.529 (Omicron),0,179
Share High,Alaska,B.1.1.529 (Omicron),0,179
Share,Alaska,B.1.351,0,179
Share Low,Alaska,B.1.351,0,179
Share High,Alaska,B.1.351,0,179
Share,Alaska,B.1.427/429 (Epsilon),0,179
Share Low,Alaska,B.1.427/429 (Epsilon),0,179
Share High,Alaska,B.1.427/429 (Epsilon),0,179
Share,Alaska,B.1.525,0,179
Share Low,Alaska,B.1.525,0,179
Share High,Alaska,B.1.525,0,179
Share,Alaska,B.1.526 (Iota),0,179
Share Low,Alaska,B.1.526 (Iota),0,179
Share High,Alaska,B.1.526 (Iota),0,179
Share,Alaska,B.1.617.1,0,179
Share Low,Alaska,B.1.617.1,0,179
Share High,Alaska,B.1.617.1,0,179
Share,Alaska,B.1.617.2 (Delta),0,179
Share Low,Alaska,B.1.617.2 (Delta),0,179
Share High,Alaska,B.1.617.2 (Delta),0,179
Share,Alaska,B.1.617.3,0,179
Share Low,Alaska,B.1.617.3,0,179
Share High,Alaska,B.1.617.3,0,179
Share,Alaska,B.1.621 (Mu),0,179
Share Low,Alaska,B.1.621 (Mu),0,179
Share High,Alaska,B.1.621 (Mu),0,179
Share,Alaska,BA.2 (Omicron),0,179
Share Low,Alaska,BA.2 (Omicron),0,179
Share High,Alaska,BA.2 (Omicron),0,179
Share,Alaska,BA.2.12.1 (Omicron),0.008171942,179
Share Low,Alaska,BA.2.12.1 (Omicron),1.404258273e-05,179
Share High,Alaska,BA.2.12.1 (Omicron),0.069000974,179
Share,Alaska,BA.2.75 (Omicron),0,179
Share Low,Alaska,BA.2.75 (Omicron),0,179
Share High,Alaska,BA.2.75 (Omicron),0,179
Share,Alaska,BA.4 (Omicron),0.034966398,179
Share Low,Alaska,BA.4 (Omicron),3.861996811e-05,179
Share High,Alaska,BA.4 (Omicron),0.279323280,179
Share,Alaska,BA.4.6 (Omicron),0.034087576,179
Share Low,Alaska,BA.4.6 (Omicron),0.001682509,179
Share High,Alaska,BA.4.6 (Omicron),0.152034193,179
Share,Alaska,BA.5 (Omicron),0.922774076,179
Share Low,Alaska,BA.5 (Omicron),0.677078724,179
Share High,Alaska,BA.5 (Omicron),0.996447682,179
Share,Alaska,BF.7 (Omicron),0,179
Share Low,Alaska,BF.7 (Omicron),0,179
Share High,Alaska,BF.7 (Omicron),0,179
Share,Alaska,Other,0,179
Share Low,Alaska,Other,0,179
Share High,Alaska,Other,0,179
Share,Alaska,P.1,0,179
Share Low,Alaska,P.1,0,179
Share High,Alaska,P.1,0,179
Share,Alaska,P.2,0,179
Share Low,Alaska,P.2,0,179
Share High,Alaska,P.2,0,179
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429 (Epsilon),0,0
Share Low,American Samoa,B.1.427/429 (Epsilon),0,0
Share High,American Samoa,B.1.427/429 (Epsilon),0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,BA.2.12.1 (Omicron),0,0
Share Low,American Samoa,BA.2.12.1 (Omicron),0,0
Share High,American Samoa,BA.2.12.1 (Omicron),0,0
Share,American Samoa,BA.2.75 (Omicron),0,0
Share Low,American Samoa,BA.2.75 (Omicron),0,0
Share High,American Samoa,BA.2.75 (Omicron),0,0
Share,American Samoa,BA.4 (Omicron),0,0
Share Low,American Samoa,BA.4 (Omicron),0,0
Share High,American Samoa,BA.4 (Omicron),0,0
Share,American Samoa,BA.4.6 (Omicron),0,0
Share Low,American Samoa,BA.4.6 (Omicron),0,0
Share High,American Samoa,BA.4.6 (Omicron),0,0
Share,American Samoa,BA.5 (Omicron),0,0
Share Low,American Samoa,BA.5 (Omicron),0,0
Share High,American Samoa,BA.5 (Omicron),0,0
Share,American Samoa,BF.7 (Omicron),0,0
Share Low,American Samoa,BF.7 (Omicron),0,0
Share High,American Samoa,BF.7 (Omicron),0,0
Share,American Samoa,Other,0,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,0,0
Share Low,American Samoa,P.1,0,0
Share High,American Samoa,P.1,0,0
Share,American Samoa,P.2,0,0
Share Low,American Samoa,P.2,0,0
Share High,American Samoa,P.2,0,0
Share,Arizona,AY.1 (Delta),0,"2,145"
Share Low,Arizona,AY.1 (Delta),0,"2,145"
Share High,Arizona,AY.1 (Delta),0,"2,145"
Share,Arizona,AY.2 (Delta),0,"2,145"
Share Low,Arizona,AY.2 (Delta),0,"2,145"
Share High,Arizona,AY.2 (Delta),0,"2,145"
Share,Arizona,B.1.1.7 (Alpha),0,"2,145"
Share Low,Arizona,B.1.1.7 (Alpha),0,"2,145"
Share High,Arizona,B.1.1.7 (Alpha),0,"2,145"
Share,Arizona,B.1.1.529 (Omicron),0.000413621,"2,145"
Share Low,Arizona,B.1.1.529 (Omicron),6.220236628e-07,"2,145"
Share High,Arizona,B.1.1.529 (Omicron),0.003661913,"2,145"
Share,Arizona,B.1.351,0,"2,145"
Share Low,Arizona,B.1.351,0,"2,145"
Share High,Arizona,B.1.351,0,"2,145"
Share,Arizona,B.1.427/429 (Epsilon),0,"2,145"
Share Low,Arizona,B.1.427/429 (Epsilon),0,"2,145"
Share High,Arizona,B.1.427/429 (Epsilon),0,"2,145"
Share,Arizona,B.1.525,0,"2,145"
Share Low,Arizona,B.1.525,0,"2,145"
Share High,Arizona,B.1.525,0,"2,145"
Share,Arizona,B.1.526 (Iota),0,"2,145"
Share Low,Arizona,B.1.526 (Iota),0,"2,145"
Share High,Arizona,B.1.526 (Iota),0,"2,145"
Share,Arizona,B.1.617.1,0,"2,145"
Share Low,Arizona,B.1.617.1,0,"2,145"
Share High,Arizona,B.1.617.1,0,"2,145"
Share,Arizona,B.1.617.2 (Delta),0,"2,145"
Share Low,Arizona,B.1.617.2 (Delta),0,"2,145"
Share High,Arizona,B.1.617.2 (Delta),0,"2,145"
Share,Arizona,B.1.617.3,0,"2,145"
Share Low,Arizona,B.1.617.3,0,"2,145"
Share High,Arizona,B.1.617.3,0,"2,145"
Share,Arizona,B.1.621 (Mu),0,"2,145"
Share Low,Arizona,B.1.621 (Mu),0,"2,145"
Share High,Arizona,B.1.621 (Mu),0,"2,145"
Share,Arizona,BA.2 (Omicron),0.006052534,"2,145"
Share Low,Arizona,BA.2 (Omicron),0.002989006,"2,145"
Share High,Arizona,BA.2 (Omicron),0.010893106,"2,145"
Share,Arizona,BA.2.12.1 (Omicron),0.009438183,"2,145"
Share Low,Arizona,BA.2.12.1 (Omicron),0.004939139,"2,145"
Share High,Arizona,BA.2.12.1 (Omicron),0.016304726,"2,145"
Share,Arizona,BA.2.75 (Omicron),0.010767654,"2,145"
Share Low,Arizona,BA.2.75 (Omicron),0.001802399,"2,145"
Share High,Arizona,BA.2.75 (Omicron),0.034015756,"2,145"
Share,Arizona,BA.4 (Omicron),0.064119816,"2,145"
Share Low,Arizona,BA.4 (Omicron),0.047483552,"2,145"
Share High,Arizona,BA.4 (Omicron),0.084365442,"2,145"
Share,Arizona,BA.4.6 (Omicron),0.029964929,"2,145"
Share Low,Arizona,BA.4.6 (Omicron),0.020027423,"2,145"
Share High,Arizona,BA.4.6 (Omicron),0.042974368,"2,145"
Share,Arizona,BA.5 (Omicron),0.879243255,"2,145"
Share Low,Arizona,BA.5 (Omicron),0.864700496,"2,145"
Share High,Arizona,BA.5 (Omicron),0.892740548,"2,145"
Share,Arizona,BF.7 (Omicron),0,"2,145"
Share Low,Arizona,BF.7 (Omicron),0,"2,145"
Share High,Arizona,BF.7 (Omicron),0,"2,145"
Share,Arizona,Other,0,"2,145"
Share Low,Arizona,Other,0,"2,145"
Share High,Arizona,Other,0,"2,145"
Share,Arizona,P.1,0,"2,145"
Share Low,Arizona,P.1,0,"2,145"
Share High,Arizona,P.1,0,"2,145"
Share,Arizona,P.2,0,"2,145"
Share Low,Arizona,P.2,0,"2,145"
Share High,Arizona,P.2,0,"2,145"
Share,Arkansas,AY.1 (Delta),0,123
Share Low,Arkansas,AY.1 (Delta),0,123
Share High,Arkansas,AY.1 (Delta),0,123
Share,Arkansas,AY.2 (Delta),0,123
Share Low,Arkansas,AY.2 (Delta),0,123
Share High,Arkansas,AY.2 (Delta),0,123
Share,Arkansas,B.1.1.7 (Alpha),0,123
Share Low,Arkansas,B.1.1.7 (Alpha),0,123
Share High,Arkansas,B.1.1.7 (Alpha),0,123
Share,Arkansas,B.1.1.529 (Omicron),0,123
Share Low,Arkansas,B.1.1.529 (Omicron),0,123
Share High,Arkansas,B.1.1.529 (Omicron),0,123
Share,Arkansas,B.1.351,0,123
Share Low,Arkansas,B.1.351,0,123
Share High,Arkansas,B.1.351,0,123
Share,Arkansas,B.1.427/429 (Epsilon),0,123
Share Low,Arkansas,B.1.427/429 (Epsilon),0,123
Share High,Arkansas,B.1.427/429 (Epsilon),0,123
Share,Arkansas,B.1.525,0,123
Share Low,Arkansas,B.1.525,0,123
Share High,Arkansas,B.1.525,0,123
Share,Arkansas,B.1.526 (Iota),0,123
Share Low,Arkansas,B.1.526 (Iota),0,123
Share High,Arkansas,B.1.526 (Iota),0,123
Share,Arkansas,B.1.617.1,0,123
Share Low,Arkansas,B.1.617.1,0,123
Share High,Arkansas,B.1.617.1,0,123
Share,Arkansas,B.1.617.2 (Delta),0,123
Share Low,Arkansas,B.1.617.2 (Delta),0,123
Share High,Arkansas,B.1.617.2 (Delta),0,123
Share,Arkansas,B.1.617.3,0,123
Share Low,Arkansas,B.1.617.3,0,123
Share High,Arkansas,B.1.617.3,0,123
Share,Arkansas,B.1.621 (Mu),0,123
Share Low,Arkansas,B.1.621 (Mu),0,123
Share High,Arkansas,B.1.621 (Mu),0,123
Share,Arkansas,BA.2 (Omicron),0,123
Share Low,Arkansas,BA.2 (Omicron),0,123
Share High,Arkansas,BA.2 (Omicron),0,123
Share,Arkansas,BA.2.12.1 (Omicron),0,123
Share Low,Arkansas,BA.2.12.1 (Omicron),0,123
Share High,Arkansas,BA.2.12.1 (Omicron),0,123
Share,Arkansas,BA.2.75 (Omicron),0,123
Share Low,Arkansas,BA.2.75 (Omicron),0,123
Share High,Arkansas,BA.2.75 (Omicron),0,123
Share,Arkansas,BA.4 (Omicron),0.032520324,123
Share Low,Arkansas,BA.4 (Omicron),0.008930433,123
Share High,Arkansas,BA.4 (Omicron),0.081172504,123
Share,Arkansas,BA.4.6 (Omicron),0.073170729,123
Share Low,Arkansas,BA.4.6 (Omicron),0.034002919,123
Share High,Arkansas,BA.4.6 (Omicron),0.134357974,123
Share,Arkansas,BA.5 (Omicron),0.894308925,123
Share Low,Arkansas,BA.5 (Omicron),0.818843782,123
Share High,Arkansas,BA.5 (Omicron),0.946004033,123
Share,Arkansas,BF.7 (Omicron),0,123
Share Low,Arkansas,BF.7 (Omicron),0,123
Share High,Arkansas,BF.7 (Omicron),0,123
Share,Arkansas,Other,0,123
Share Low,Arkansas,Other,0,123
Share High,Arkansas,Other,0,123
Share,Arkansas,P.1,0,123
Share Low,Arkansas,P.1,0,123
Share High,Arkansas,P.1,0,123
Share,Arkansas,P.2,0,123
Share Low,Arkansas,P.2,0,123
Share High,Arkansas,P.2,0,123
Share,California,AY.1 (Delta),0,"13,233"
Share Low,California,AY.1 (Delta),0,"13,233"
Share High,California,AY.1 (Delta),0,"13,233"
Share,California,AY.2 (Delta),0,"13,233"
Share Low,California,AY.2 (Delta),0,"13,233"
Share High,California,AY.2 (Delta),0,"13,233"
Share,California,B.1.1.7 (Alpha),0,"13,233"
Share Low,California,B.1.1.7 (Alpha),0,"13,233"
Share High,California,B.1.1.7 (Alpha),0,"13,233"
Share,California,B.1.1.529 (Omicron),0,"13,233"
Share Low,California,B.1.1.529 (Omicron),0,"13,233"
Share High,California,B.1.1.529 (Omicron),0,"13,233"
Share,California,B.1.351,0,"13,233"
Share Low,California,B.1.351,0,"13,233"
Share High,California,B.1.351,0,"13,233"
Share,California,B.1.427/429 (Epsilon),0,"13,233"
Share Low,California,B.1.427/429 (Epsilon),0,"13,233"
Share High,California,B.1.427/429 (Epsilon),0,"13,233"
Share,California,B.1.525,0,"13,233"
Share Low,California,B.1.525,0,"13,233"
Share High,California,B.1.525,0,"13,233"
Share,California,B.1.526 (Iota),0,"13,233"
Share Low,California,B.1.526 (Iota),0,"13,233"
Share High,California,B.1.526 (Iota),0,"13,233"
Share,California,B.1.617.1,0,"13,233"
Share Low,California,B.1.617.1,0,"13,233"
Share High,California,B.1.617.1,0,"13,233"
Share,California,B.1.617.2 (Delta),0,"13,233"
Share Low,California,B.1.617.2 (Delta),0,"13,233"
Share High,California,B.1.617.2 (Delta),0,"13,233"
Share,California,B.1.617.3,0,"13,233"
Share Low,California,B.1.617.3,0,"13,233"
Share High,California,B.1.617.3,0,"13,233"
Share,California,B.1.621 (Mu),0,"13,233"
Share Low,California,B.1.621 (Mu),0,"13,233"
Share High,California,B.1.621 (Mu),0,"13,233"
Share,California,BA.2 (Omicron),0.007833565,"13,233"
Share Low,California,BA.2 (Omicron),0.004393637,"13,233"
Share High,California,BA.2 (Omicron),0.012881376,"13,233"
Share,California,BA.2.12.1 (Omicron),0.014898770,"13,233"
Share Low,California,BA.2.12.1 (Omicron),0.011189019,"13,233"
Share High,California,BA.2.12.1 (Omicron),0.019429123,"13,233"
Share,California,BA.2.75 (Omicron),0.002745548,"13,233"
Share Low,California,BA.2.75 (Omicron),0.001788878,"13,233"
Share High,California,BA.2.75 (Omicron),0.004029900,"13,233"
Share,California,BA.4 (Omicron),0.048340648,"13,233"
Share Low,California,BA.4 (Omicron),0.043018419,"13,233"
Share High,California,BA.4 (Omicron),0.054113008,"13,233"
Share,California,BA.4.6 (Omicron),0.023494881,"13,233"
Share Low,California,BA.4.6 (Omicron),0.019490290,"13,233"
Share High,California,BA.4.6 (Omicron),0.028064009,"13,233"
Share,California,BA.5 (Omicron),0.900701404,"13,233"
Share Low,California,BA.5 (Omicron),0.889796257,"13,233"
Share High,California,BA.5 (Omicron),0.910865307,"13,233"
Share,California,BF.7 (Omicron),0.001840214,"13,233"
Share Low,California,BF.7 (Omicron),0.001183639,"13,233"
Share High,California,BF.7 (Omicron),0.002729125,"13,233"
Share,California,Other,0.000144983,"13,233"
Share Low,California,Other,1.642654934e-05,"13,233"
Share High,California,Other,0.000536057,"13,233"
Share,California,P.1,0,"13,233"
Share Low,California,P.1,0,"13,233"
Share High,California,P.1,0,"13,233"
Share,California,P.2,0,"13,233"
Share Low,California,P.2,0,"13,233"
Share High,California,P.2,0,"13,233"
Share,Colorado,AY.1 (Delta),0,417
Share Low,Colorado,AY.1 (Delta),0,417
Share High,Colorado,AY.1 (Delta),0,417
Share,Colorado,AY.2 (Delta),0,417
Share Low,Colorado,AY.2 (Delta),0,417
Share High,Colorado,AY.2 (Delta),0,417
Share,Colorado,B.1.1.7 (Alpha),0,417
Share Low,Colorado,B.1.1.7 (Alpha),0,417
Share High,Colorado,B.1.1.7 (Alpha),0,417
Share,Colorado,B.1.1.529 (Omicron),0,417
Share Low,Colorado,B.1.1.529 (Omicron),0,417
Share High,Colorado,B.1.1.529 (Omicron),0,417
Share,Colorado,B.1.351,0,417
Share Low,Colorado,B.1.351,0,417
Share High,Colorado,B.1.351,0,417
Share,Colorado,B.1.427/429 (Epsilon),0,417
Share Low,Colorado,B.1.427/429 (Epsilon),0,417
Share High,Colorado,B.1.427/429 (Epsilon),0,417
Share,Colorado,B.1.525,0,417
Share Low,Colorado,B.1.525,0,417
Share High,Colorado,B.1.525,0,417
Share,Colorado,B.1.526 (Iota),0,417
Share Low,Colorado,B.1.526 (Iota),0,417
Share High,Colorado,B.1.526 (Iota),0,417
Share,Colorado,B.1.617.1,0,417
Share Low,Colorado,B.1.617.1,0,417
Share High,Colorado,B.1.617.1,0,417
Share,Colorado,B.1.617.2 (Delta),0,417
Share Low,Colorado,B.1.617.2 (Delta),0,417
Share High,Colorado,B.1.617.2 (Delta),0,417
Share,Colorado,B.1.617.3,0,417
Share Low,Colorado,B.1.617.3,0,417
Share High,Colorado,B.1.617.3,0,417
Share,Colorado,B.1.621 (Mu),0,417
Share Low,Colorado,B.1.621 (Mu),0,417
Share High,Colorado,B.1.621 (Mu),0,417
Share,Colorado,BA.2 (Omicron),0,417
Share Low,Colorado,BA.2 (Omicron),0,417
Share High,Colorado,BA.2 (Omicron),0,417
Share,Colorado,BA.2.12.1 (Omicron),0.017723789,417
Share Low,Colorado,BA.2.12.1 (Omicron),0.000250427,417
Share High,Colorado,BA.2.12.1 (Omicron),0.106097333,417
Share,Colorado,BA.2.75 (Omicron),0.005241762,417
Share Low,Colorado,BA.2.75 (Omicron),9.553787822e-05,417
Share High,Colorado,BA.2.75 (Omicron),0.030880190,417
Share,Colorado,BA.4 (Omicron),0.038654130,417
Share Low,Colorado,BA.4 (Omicron),0.022304857,417
Share High,Colorado,BA.4 (Omicron),0.061909128,417
Share,Colorado,BA.4.6 (Omicron),0.048508178,417
Share Low,Colorado,BA.4.6 (Omicron),0.024165722,417
Share High,Colorado,BA.4.6 (Omicron),0.085821971,417
Share,Colorado,BA.5 (Omicron),0.889872134,417
Share Low,Colorado,BA.5 (Omicron),0.820489228,417
Share High,Colorado,BA.5 (Omicron),0.939310074,417
Share,Colorado,BF.7 (Omicron),0,417
Share Low,Colorado,BF.7 (Omicron),0,417
Share High,Colorado,BF.7 (Omicron),0,417
Share,Colorado,Other,0,417
Share Low,Colorado,Other,0,417
Share High,Colorado,Other,0,417
Share,Colorado,P.1,0,417
Share Low,Colorado,P.1,0,417
Share High,Colorado,P.1,0,417
Share,Colorado,P.2,0,417
Share Low,Colorado,P.2,0,417
Share High,Colorado,P.2,0,417
Share,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,84
Share Low,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,84
Share High,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,84
Share,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,84
Share Low,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,84
Share High,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.351,0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.351,0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.351,0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.427/429 (Epsilon),0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.427/429 (Epsilon),0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.427/429 (Epsilon),0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.525,0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.525,0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.525,0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,84
Share,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,84
Share Low,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,84
Share High,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,84
Share,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,84
Share Low,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,BA.2.12.1 (Omicron),0,84
Share Low,Commonwealth of the Northern Mariana Islands,BA.2.12.1 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BA.2.12.1 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,BA.2.75 (Omicron),0,84
Share Low,Commonwealth of the Northern Mariana Islands,BA.2.75 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BA.2.75 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,BA.4 (Omicron),0,84
Share Low,Commonwealth of the Northern Mariana Islands,BA.4 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BA.4 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,BA.4.6 (Omicron),0,84
Share Low,Commonwealth of the Northern Mariana Islands,BA.4.6 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BA.4.6 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,BA.5 (Omicron),0.991061389,84
Share Low,Commonwealth of the Northern Mariana Islands,BA.5 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BA.5 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,BF.7 (Omicron),0.008938614,84
Share Low,Commonwealth of the Northern Mariana Islands,BF.7 (Omicron),0,84
Share High,Commonwealth of the Northern Mariana Islands,BF.7 (Omicron),0,84
Share,Commonwealth of the Northern Mariana Islands,Other,0,84
Share Low,Commonwealth of the Northern Mariana Islands,Other,0,84
Share High,Commonwealth of the Northern Mariana Islands,Other,0,84
Share,Commonwealth of the Northern Mariana Islands,P.1,0,84
Share Low,Commonwealth of the Northern Mariana Islands,P.1,0,84
Share High,Commonwealth of the Northern Mariana Islands,P.1,0,84
