Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Arizona,B.1.621 (Mu),0,"7,635"
Share Low,Arizona,B.1.621 (Mu),0,"7,635"
Share High,Arizona,B.1.621 (Mu),0,"7,635"
Share,Arizona,BA.2 (Omicron),0.013656325,"7,635"
Share Low,Arizona,BA.2 (Omicron),0.005447499,"7,635"
Share High,Arizona,BA.2 (Omicron),0.028120443,"7,635"
Share,Arizona,Other,0.000517758,"7,635"
Share Low,Arizona,Other,1.039441941e-06,"7,635"
Share High,Arizona,Other,0.004413034,"7,635"
Share,Arizona,P.1,0,"7,635"
Share Low,Arizona,P.1,0,"7,635"
Share High,Arizona,P.1,0,"7,635"
Share,Arizona,P.2,0,"7,635"
Share Low,Arizona,P.2,0,"7,635"
Share High,Arizona,P.2,0,"7,635"
Share,Arkansas,AY.1 (Delta),0,"1,122"
Share Low,Arkansas,AY.1 (Delta),0,"1,122"
Share High,Arkansas,AY.1 (Delta),0,"1,122"
Share,Arkansas,AY.2 (Delta),0,"1,122"
Share Low,Arkansas,AY.2 (Delta),0,"1,122"
Share High,Arkansas,AY.2 (Delta),0,"1,122"
Share,Arkansas,B.1.1.7 (Alpha),0,"1,122"
Share Low,Arkansas,B.1.1.7 (Alpha),0,"1,122"
Share High,Arkansas,B.1.1.7 (Alpha),0,"1,122"
Share,Arkansas,B.1.1.529 (Omicron),0.988291025,"1,122"
Share Low,Arkansas,B.1.1.529 (Omicron),0.980114520,"1,122"
Share High,Arkansas,B.1.1.529 (Omicron),0.993727207,"1,122"
Share,Arkansas,B.1.351,0,"1,122"
Share Low,Arkansas,B.1.351,0,"1,122"
Share High,Arkansas,B.1.351,0,"1,122"
Share,Arkansas,B.1.427/429,0,"1,122"
Share Low,Arkansas,B.1.427/429,0,"1,122"
Share High,Arkansas,B.1.427/429,0,"1,122"
Share,Arkansas,B.1.525,0,"1,122"
Share Low,Arkansas,B.1.525,0,"1,122"
Share High,Arkansas,B.1.525,0,"1,122"
Share,Arkansas,B.1.526 (Iota),0,"1,122"
Share Low,Arkansas,B.1.526 (Iota),0,"1,122"
Share High,Arkansas,B.1.526 (Iota),0,"1,122"
Share,Arkansas,B.1.617.1,0,"1,122"
Share Low,Arkansas,B.1.617.1,0,"1,122"
Share High,Arkansas,B.1.617.1,0,"1,122"
Share,Arkansas,B.1.617.2 (Delta),0.009029064,"1,122"
Share Low,Arkansas,B.1.617.2 (Delta),0.004069984,"1,122"
Share High,Arkansas,B.1.617.2 (Delta),0.017252173,"1,122"
Share,Arkansas,B.1.617.3,0,"1,122"
Share Low,Arkansas,B.1.617.3,0,"1,122"
Share High,Arkansas,B.1.617.3,0,"1,122"
Share,Arkansas,B.1.621 (Mu),0,"1,122"
Share Low,Arkansas,B.1.621 (Mu),0,"1,122"
Share High,Arkansas,B.1.621 (Mu),0,"1,122"
Share,Arkansas,BA.2 (Omicron),0.002679912,"1,122"
Share Low,Arkansas,BA.2 (Omicron),0.000273938,"1,122"
Share High,Arkansas,BA.2 (Omicron),0.010227189,"1,122"
Share,Arkansas,Other,0,"1,122"
Share Low,Arkansas,Other,0,"1,122"
Share High,Arkansas,Other,0,"1,122"
Share,Arkansas,P.1,0,"1,122"
Share Low,Arkansas,P.1,0,"1,122"
Share High,Arkansas,P.1,0,"1,122"
Share,Arkansas,P.2,0,"1,122"
Share Low,Arkansas,P.2,0,"1,122"
Share High,Arkansas,P.2,0,"1,122"
Share,California,AY.1 (Delta),0,"23,734"
Share Low,California,AY.1 (Delta),0,"23,734"
Share High,California,AY.1 (Delta),0,"23,734"
Share,California,AY.2 (Delta),0,"23,734"
Share Low,California,AY.2 (Delta),0,"23,734"
Share High,California,AY.2 (Delta),0,"23,734"
Share,California,B.1.1.7 (Alpha),0,"23,734"
Share Low,California,B.1.1.7 (Alpha),0,"23,734"
Share High,California,B.1.1.7 (Alpha),0,"23,734"
Share,California,B.1.1.529 (Omicron),0.986723661,"23,734"
Share Low,California,B.1.1.529 (Omicron),0.980397344,"23,734"
Share High,California,B.1.1.529 (Omicron),0.991427183,"23,734"
Share,California,B.1.351,0,"23,734"
Share Low,California,B.1.351,0,"23,734"
Share High,California,B.1.351,0,"23,734"
Share,California,B.1.427/429,0,"23,734"
Share Low,California,B.1.427/429,0,"23,734"
Share High,California,B.1.427/429,0,"23,734"
Share,California,B.1.525,0,"23,734"
Share Low,California,B.1.525,0,"23,734"
Share High,California,B.1.525,0,"23,734"
Share,California,B.1.526 (Iota),0,"23,734"
Share Low,California,B.1.526 (Iota),0,"23,734"
Share High,California,B.1.526 (Iota),0,"23,734"
Share,California,B.1.617.1,0,"23,734"
Share Low,California,B.1.617.1,0,"23,734"
Share High,California,B.1.617.1,0,"23,734"
Share,California,B.1.617.2 (Delta),0.006989966,"23,734"
Share Low,California,B.1.617.2 (Delta),0.002555641,"23,734"
Share High,California,B.1.617.2 (Delta),0.015199105,"23,734"
Share,California,B.1.617.3,0,"23,734"
Share Low,California,B.1.617.3,0,"23,734"
Share High,California,B.1.617.3,0,"23,734"
Share,California,B.1.621 (Mu),0,"23,734"
Share Low,California,B.1.621 (Mu),0,"23,734"
Share High,California,B.1.621 (Mu),0,"23,734"
Share,California,BA.2 (Omicron),0.006217606,"23,734"
Share Low,California,BA.2 (Omicron),0.005014054,"23,734"
Share High,California,BA.2 (Omicron),0.007621424,"23,734"
Share,California,Other,6.875896361e-05,"23,734"
Share Low,California,Other,5.851159585e-06,"23,734"
Share High,California,Other,0.000279426,"23,734"
Share,California,P.1,0,"23,734"
Share Low,California,P.1,0,"23,734"
Share High,California,P.1,0,"23,734"
Share,California,P.2,0,"23,734"
Share Low,California,P.2,0,"23,734"
Share High,California,P.2,0,"23,734"
Share,Colorado,AY.1 (Delta),0,"9,647"
Share Low,Colorado,AY.1 (Delta),0,"9,647"
Share High,Colorado,AY.1 (Delta),0,"9,647"
Share,Colorado,AY.2 (Delta),0,"9,647"
Share Low,Colorado,AY.2 (Delta),0,"9,647"
Share High,Colorado,AY.2 (Delta),0,"9,647"
Share,Colorado,B.1.1.7 (Alpha),0,"9,647"
Share Low,Colorado,B.1.1.7 (Alpha),0,"9,647"
Share High,Colorado,B.1.1.7 (Alpha),0,"9,647"
Share,Colorado,B.1.1.529 (Omicron),0.990644753,"9,647"
Share Low,Colorado,B.1.1.529 (Omicron),0.988516390,"9,647"
Share High,Colorado,B.1.1.529 (Omicron),0.992468357,"9,647"
Share,Colorado,B.1.351,0,"9,647"
Share Low,Colorado,B.1.351,0,"9,647"
Share High,Colorado,B.1.351,0,"9,647"
Share,Colorado,B.1.427/429,0,"9,647"
Share Low,Colorado,B.1.427/429,0,"9,647"
Share High,Colorado,B.1.427/429,0,"9,647"
Share,Colorado,B.1.525,0,"9,647"
Share Low,Colorado,B.1.525,0,"9,647"
Share High,Colorado,B.1.525,0,"9,647"
Share,Colorado,B.1.526 (Iota),0,"9,647"
Share Low,Colorado,B.1.526 (Iota),0,"9,647"
Share High,Colorado,B.1.526 (Iota),0,"9,647"
Share,Colorado,B.1.617.1,0,"9,647"
Share Low,Colorado,B.1.617.1,0,"9,647"
Share High,Colorado,B.1.617.1,0,"9,647"
Share,Colorado,B.1.617.2 (Delta),0.005716723,"9,647"
Share Low,Colorado,B.1.617.2 (Delta),0.004311204,"9,647"
Share High,Colorado,B.1.617.2 (Delta),0.007432055,"9,647"
Share,Colorado,B.1.617.3,0,"9,647"
Share Low,Colorado,B.1.617.3,0,"9,647"
Share High,Colorado,B.1.617.3,0,"9,647"
Share,Colorado,B.1.621 (Mu),0,"9,647"
Share Low,Colorado,B.1.621 (Mu),0,"9,647"
Share High,Colorado,B.1.621 (Mu),0,"9,647"
Share,Colorado,BA.2 (Omicron),0.003326384,"9,647"
Share Low,Colorado,BA.2 (Omicron),0.001899738,"9,647"
Share High,Colorado,BA.2 (Omicron),0.005401989,"9,647"
Share,Colorado,Other,0.000312168,"9,647"
Share Low,Colorado,Other,4.510028475e-07,"9,647"
Share High,Colorado,Other,0.002778953,"9,647"
Share,Colorado,P.1,0,"9,647"
Share Low,Colorado,P.1,0,"9,647"
Share High,Colorado,P.1,0,"9,647"
Share,Colorado,P.2,0,"9,647"
Share Low,Colorado,P.2,0,"9,647"
Share High,Colorado,P.2,0,"9,647"
Share,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,79
Share Low,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,79
Share High,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,79
Share,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,79
Share Low,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,79
Share High,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0.750206172,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.351,0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.351,0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.351,0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.525,0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.525,0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.525,0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0.024312958,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,79
Share,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,79
Share Low,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,79
Share High,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,79
Share,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0.225480855,79
Share Low,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,79
Share High,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,79
Share,Commonwealth of the Northern Mariana Islands,Other,0,79
Share Low,Commonwealth of the Northern Mariana Islands,Other,0,79
Share High,Commonwealth of the Northern Mariana Islands,Other,0,79
Share,Commonwealth of the Northern Mariana Islands,P.1,0,79
Share Low,Commonwealth of the Northern Mariana Islands,P.1,0,79
Share High,Commonwealth of the Northern Mariana Islands,P.1,0,79
Share,Commonwealth of the Northern Mariana Islands,P.2,0,79
Share Low,Commonwealth of the Northern Mariana Islands,P.2,0,79
Share High,Commonwealth of the Northern Mariana Islands,P.2,0,79
Share,Connecticut,AY.1 (Delta),0,"1,605"
Share Low,Connecticut,AY.1 (Delta),0,"1,605"
Share High,Connecticut,AY.1 (Delta),0,"1,605"
Share,Connecticut,AY.2 (Delta),0,"1,605"
Share Low,Connecticut,AY.2 (Delta),0,"1,605"
Share High,Connecticut,AY.2 (Delta),0,"1,605"
Share,Connecticut,B.1.1.7 (Alpha),0,"1,605"
Share Low,Connecticut,B.1.1.7 (Alpha),0,"1,605"
Share High,Connecticut,B.1.1.7 (Alpha),0,"1,605"
Share,Connecticut,B.1.1.529 (Omicron),0.983666599,"1,605"
Share Low,Connecticut,B.1.1.529 (Omicron),0.974214613,"1,605"
Share High,Connecticut,B.1.1.529 (Omicron),0.990339041,"1,605"
Share,Connecticut,B.1.351,0,"1,605"
Share Low,Connecticut,B.1.351,0,"1,605"
Share High,Connecticut,B.1.351,0,"1,605"
Share,Connecticut,B.1.427/429,0,"1,605"
Share Low,Connecticut,B.1.427/429,0,"1,605"
Share High,Connecticut,B.1.427/429,0,"1,605"
Share,Connecticut,B.1.525,0,"1,605"
Share Low,Connecticut,B.1.525,0,"1,605"
Share High,Connecticut,B.1.525,0,"1,605"
Share,Connecticut,B.1.526 (Iota),0,"1,605"
Share Low,Connecticut,B.1.526 (Iota),0,"1,605"
Share High,Connecticut,B.1.526 (Iota),0,"1,605"
Share,Connecticut,B.1.617.1,0,"1,605"
Share Low,Connecticut,B.1.617.1,0,"1,605"
Share High,Connecticut,B.1.617.1,0,"1,605"
Share,Connecticut,B.1.617.2 (Delta),0.008940602,"1,605"
Share Low,Connecticut,B.1.617.2 (Delta),0.004095769,"1,605"
Share High,Connecticut,B.1.617.2 (Delta),0.016904905,"1,605"
Share,Connecticut,B.1.617.3,0,"1,605"
Share Low,Connecticut,B.1.617.3,0,"1,605"
Share High,Connecticut,B.1.617.3,0,"1,605"
Share,Connecticut,B.1.621 (Mu),0,"1,605"
Share Low,Connecticut,B.1.621 (Mu),0,"1,605"
Share High,Connecticut,B.1.621 (Mu),0,"1,605"
Share,Connecticut,BA.2 (Omicron),0.006446338,"1,605"
Share Low,Connecticut,BA.2 (Omicron),0.003141121,"1,605"
Share High,Connecticut,BA.2 (Omicron),0.011706793,"1,605"
Share,Connecticut,Other,0.000946479,"1,605"
Share Low,Connecticut,Other,5.739293556e-06,"1,605"
Share High,Connecticut,Other,0.006859529,"1,605"
Share,Connecticut,P.1,0,"1,605"
Share Low,Connecticut,P.1,0,"1,605"
Share High,Connecticut,P.1,0,"1,605"
Share,Connecticut,P.2,0,"1,605"
Share Low,Connecticut,P.2,0,"1,605"
Share High,Connecticut,P.2,0,"1,605"
Share,Delaware,AY.1 (Delta),0,904
Share Low,Delaware,AY.1 (Delta),0,904
Share High,Delaware,AY.1 (Delta),0,904
Share,Delaware,AY.2 (Delta),0,904
Share Low,Delaware,AY.2 (Delta),0,904
Share High,Delaware,AY.2 (Delta),0,904
Share,Delaware,B.1.1.7 (Alpha),0,904
Share Low,Delaware,B.1.1.7 (Alpha),0,904
Share High,Delaware,B.1.1.7 (Alpha),0,904
Share,Delaware,B.1.1.529 (Omicron),0.989275992,904
Share Low,Delaware,B.1.1.529 (Omicron),0.970359743,904
Share High,Delaware,B.1.1.529 (Omicron),0.997546434,904
Share,Delaware,B.1.351,0,904
Share Low,Delaware,B.1.351,0,904
Share High,Delaware,B.1.351,0,904
Share,Delaware,B.1.427/429,0,904
Share Low,Delaware,B.1.427/429,0,904
Share High,Delaware,B.1.427/429,0,904
Share,Delaware,B.1.525,0,904
Share Low,Delaware,B.1.525,0,904
Share High,Delaware,B.1.525,0,904
Share,Delaware,B.1.526 (Iota),0,904
Share Low,Delaware,B.1.526 (Iota),0,904
Share High,Delaware,B.1.526 (Iota),0,904
Share,Delaware,B.1.617.1,0,904
Share Low,Delaware,B.1.617.1,0,904
Share High,Delaware,B.1.617.1,0,904
Share,Delaware,B.1.617.2 (Delta),0.008801554,904
Share Low,Delaware,B.1.617.2 (Delta),0.003491121,904
Share High,Delaware,B.1.617.2 (Delta),0.018221306,904
Share,Delaware,B.1.617.3,0,904
Share Low,Delaware,B.1.617.3,0,904
Share High,Delaware,B.1.617.3,0,904
Share,Delaware,B.1.621 (Mu),0,904
Share Low,Delaware,B.1.621 (Mu),0,904
Share High,Delaware,B.1.621 (Mu),0,904
Share,Delaware,BA.2 (Omicron),0.001922427,904
Share Low,Delaware,BA.2 (Omicron),1.348731075e-06,904
Share High,Delaware,BA.2 (Omicron),0.018538244,904
Share,Delaware,Other,0,904
Share Low,Delaware,Other,0,904
Share High,Delaware,Other,0,904
Share,Delaware,P.1,0,904
Share Low,Delaware,P.1,0,904
Share High,Delaware,P.1,0,904
Share,Delaware,P.2,0,904
Share Low,Delaware,P.2,0,904
Share High,Delaware,P.2,0,904
Share,District of Columbia,AY.1 (Delta),0,253
Share Low,District of Columbia,AY.1 (Delta),0,253
Share High,District of Columbia,AY.1 (Delta),0,253
Share,District of Columbia,AY.2 (Delta),0,253
Share Low,District of Columbia,AY.2 (Delta),0,253
Share High,District of Columbia,AY.2 (Delta),0,253
Share,District of Columbia,B.1.1.7 (Alpha),0,253
Share Low,District of Columbia,B.1.1.7 (Alpha),0,253
Share High,District of Columbia,B.1.1.7 (Alpha),0,253
Share,District of Columbia,B.1.1.529 (Omicron),0.980475128,253
Share Low,District of Columbia,B.1.1.529 (Omicron),0.935814917,253
Share High,District of Columbia,B.1.1.529 (Omicron),0.997122824,253
Share,District of Columbia,B.1.351,0,253
Share Low,District of Columbia,B.1.351,0,253
Share High,District of Columbia,B.1.351,0,253
Share,District of Columbia,B.1.427/429,0,253
Share Low,District of Columbia,B.1.427/429,0,253
Share High,District of Columbia,B.1.427/429,0,253
Share,District of Columbia,B.1.525,0,253
Share Low,District of Columbia,B.1.525,0,253
Share High,District of Columbia,B.1.525,0,253
Share,District of Columbia,B.1.526 (Iota),0,253
Share Low,District of Columbia,B.1.526 (Iota),0,253
Share High,District of Columbia,B.1.526 (Iota),0,253
Share,District of Columbia,B.1.617.1,0,253
Share Low,District of Columbia,B.1.617.1,0,253
Share High,District of Columbia,B.1.617.1,0,253
Share,District of Columbia,B.1.617.2 (Delta),0.011509789,253
Share Low,District of Columbia,B.1.617.2 (Delta),0.000275901,253
Share High,District of Columbia,B.1.617.2 (Delta),0.063183270,253
Share,District of Columbia,B.1.617.3,0,253
Share Low,District of Columbia,B.1.617.3,0,253
Share High,District of Columbia,B.1.617.3,0,253
Share,District of Columbia,B.1.621 (Mu),0,253
Share Low,District of Columbia,B.1.621 (Mu),0,253
Share High,District of Columbia,B.1.621 (Mu),0,253
Share,District of Columbia,BA.2 (Omicron),0.008015095,253
Share Low,District of Columbia,BA.2 (Omicron),0.000529110,253
Share High,District of Columbia,BA.2 (Omicron),0.034689210,253
Share,District of Columbia,Other,0,253
Share Low,District of Columbia,Other,0,253
Share High,District of Columbia,Other,0,253
Share,District of Columbia,P.1,0,253
Share Low,District of Columbia,P.1,0,253
Share High,District of Columbia,P.1,0,253
Share,District of Columbia,P.2,0,253
Share Low,District of Columbia,P.2,0,253
Share High,District of Columbia,P.2,0,253
Share,Federated States of Micronesia,AY.1 (Delta),,0
Share Low,Federated States of Micronesia,AY.1 (Delta),0,0
Share High,Federated States of Micronesia,AY.1 (Delta),0,0
Share,Federated States of Micronesia,AY.2 (Delta),,0
Share Low,Federated States of Micronesia,AY.2 (Delta),0,0
Share High,Federated States of Micronesia,AY.2 (Delta),0,0
Share,Federated States of Micronesia,B.1.1.7 (Alpha),,0
Share Low,Federated States of Micronesia,B.1.1.7 (Alpha),0,0
