Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share,Alabama,AY.1 (Delta),0,799
Share Low,Alabama,AY.1 (Delta),0,799
Share High,Alabama,AY.1 (Delta),0,799
Share,Alabama,AY.2 (Delta),0,799
Share Low,Alabama,AY.2 (Delta),0,799
Share High,Alabama,AY.2 (Delta),0,799
Share,Alabama,B.1.1.7 (Alpha),0,799
Share Low,Alabama,B.1.1.7 (Alpha),0,799
Share High,Alabama,B.1.1.7 (Alpha),0,799
Share,Alabama,B.1.1.529 (Omicron),0.984572947,799
Share Low,Alabama,B.1.1.529 (Omicron),0.972095668,799
Share High,Alabama,B.1.1.529 (Omicron),0.992465317,799
Share,Alabama,B.1.351,0,799
Share Low,Alabama,B.1.351,0,799
Share High,Alabama,B.1.351,0,799
Share,Alabama,B.1.427/429,0,799
Share Low,Alabama,B.1.427/429,0,799
Share High,Alabama,B.1.427/429,0,799
Share,Alabama,B.1.525,0,799
Share Low,Alabama,B.1.525,0,799
Share High,Alabama,B.1.525,0,799
Share,Alabama,B.1.526 (Iota),0,799
Share Low,Alabama,B.1.526 (Iota),0,799
Share High,Alabama,B.1.526 (Iota),0,799
Share,Alabama,B.1.617.1,0,799
Share Low,Alabama,B.1.617.1,0,799
Share High,Alabama,B.1.617.1,0,799
Share,Alabama,B.1.617.2 (Delta),0.010355303,799
Share Low,Alabama,B.1.617.2 (Delta),0.004557333,799
Share High,Alabama,B.1.617.2 (Delta),0.020084765,799
Share,Alabama,B.1.617.3,0,799
Share Low,Alabama,B.1.617.3,0,799
Share High,Alabama,B.1.617.3,0,799
Share,Alabama,B.1.621 (Mu),0,799
Share Low,Alabama,B.1.621 (Mu),0,799
Share High,Alabama,B.1.621 (Mu),0,799
Share,Alabama,BA.2 (Omicron),0.001162015,799
Share Low,Alabama,BA.2 (Omicron),2.305062480e-05,799
Share High,Alabama,BA.2 (Omicron),0.006798016,799
Share,Alabama,Other,0.003909718,799
Share Low,Alabama,Other,0.000842774,799
Share High,Alabama,Other,0.011164506,799
Share,Alabama,P.1,0,799
Share Low,Alabama,P.1,0,799
Share High,Alabama,P.1,0,799
Share,Alabama,P.2,0,799
Share Low,Alabama,P.2,0,799
Share High,Alabama,P.2,0,799
Share,Alaska,AY.1 (Delta),0,807
Share Low,Alaska,AY.1 (Delta),0,807
Share High,Alaska,AY.1 (Delta),0,807
Share,Alaska,AY.2 (Delta),0,807
Share Low,Alaska,AY.2 (Delta),0,807
Share High,Alaska,AY.2 (Delta),0,807
Share,Alaska,B.1.1.7 (Alpha),0,807
Share Low,Alaska,B.1.1.7 (Alpha),0,807
Share High,Alaska,B.1.1.7 (Alpha),0,807
Share,Alaska,B.1.1.529 (Omicron),0.967196703,807
Share Low,Alaska,B.1.1.529 (Omicron),0.946338594,807
Share High,Alaska,B.1.1.529 (Omicron),0.981590509,807
Share,Alaska,B.1.351,0,807
Share Low,Alaska,B.1.351,0,807
Share High,Alaska,B.1.351,0,807
Share,Alaska,B.1.427/429,0,807
Share Low,Alaska,B.1.427/429,0,807
Share High,Alaska,B.1.427/429,0,807
Share,Alaska,B.1.525,0,807
Share Low,Alaska,B.1.525,0,807
Share High,Alaska,B.1.525,0,807
Share,Alaska,B.1.526 (Iota),0,807
Share Low,Alaska,B.1.526 (Iota),0,807
Share High,Alaska,B.1.526 (Iota),0,807
Share,Alaska,B.1.617.1,0,807
Share Low,Alaska,B.1.617.1,0,807
Share High,Alaska,B.1.617.1,0,807
Share,Alaska,B.1.617.2 (Delta),0.011987435,807
Share Low,Alaska,B.1.617.2 (Delta),0.003062169,807
Share High,Alaska,B.1.617.2 (Delta),0.031428210,807
Share,Alaska,B.1.617.3,0,807
Share Low,Alaska,B.1.617.3,0,807
Share High,Alaska,B.1.617.3,0,807
Share,Alaska,B.1.621 (Mu),0,807
Share Low,Alaska,B.1.621 (Mu),0,807
Share High,Alaska,B.1.621 (Mu),0,807
Share,Alaska,BA.2 (Omicron),0.019800661,807
Share Low,Alaska,BA.2 (Omicron),0.010180630,807
Share High,Alaska,BA.2 (Omicron),0.034545109,807
Share,Alaska,Other,0.001015172,807
Share Low,Alaska,Other,5.177391358e-06,807
Share High,Alaska,Other,0.007558448,807
Share,Alaska,P.1,0,807
Share Low,Alaska,P.1,0,807
Share High,Alaska,P.1,0,807
Share,Alaska,P.2,0,807
Share Low,Alaska,P.2,0,807
Share High,Alaska,P.2,0,807
Share,American Samoa,AY.1 (Delta),,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429,,0
Share Low,American Samoa,B.1.427/429,0,0
Share High,American Samoa,B.1.427/429,0,0
Share,American Samoa,B.1.525,,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,Other,,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,,0
Share Low,American Samoa,P.1,0,0
Share High,American Samoa,P.1,0,0
Share,American Samoa,P.2,,0
Share Low,American Samoa,P.2,0,0
Share High,American Samoa,P.2,0,0
Share,Arizona,AY.1 (Delta),0,"5,673"
Share Low,Arizona,AY.1 (Delta),0,"5,673"
Share High,Arizona,AY.1 (Delta),0,"5,673"
Share,Arizona,AY.2 (Delta),0,"5,673"
Share Low,Arizona,AY.2 (Delta),0,"5,673"
Share High,Arizona,AY.2 (Delta),0,"5,673"
Share,Arizona,B.1.1.7 (Alpha),0,"5,673"
Share Low,Arizona,B.1.1.7 (Alpha),0,"5,673"
Share High,Arizona,B.1.1.7 (Alpha),0,"5,673"
Share,Arizona,B.1.1.529 (Omicron),0.961672008,"5,673"
Share Low,Arizona,B.1.1.529 (Omicron),0.955428183,"5,673"
Share High,Arizona,B.1.1.529 (Omicron),0.967264831,"5,673"
Share,Arizona,B.1.351,0,"5,673"
Share Low,Arizona,B.1.351,0,"5,673"
Share High,Arizona,B.1.351,0,"5,673"
Share,Arizona,B.1.427/429,0,"5,673"
Share Low,Arizona,B.1.427/429,0,"5,673"
Share High,Arizona,B.1.427/429,0,"5,673"
Share,Arizona,B.1.525,0,"5,673"
Share Low,Arizona,B.1.525,0,"5,673"
Share High,Arizona,B.1.525,0,"5,673"
Share,Arizona,B.1.526 (Iota),0,"5,673"
Share Low,Arizona,B.1.526 (Iota),0,"5,673"
Share High,Arizona,B.1.526 (Iota),0,"5,673"
Share,Arizona,B.1.617.1,0,"5,673"
Share Low,Arizona,B.1.617.1,0,"5,673"
Share High,Arizona,B.1.617.1,0,"5,673"
Share,Arizona,B.1.617.2 (Delta),0.028817344,"5,673"
Share Low,Arizona,B.1.617.2 (Delta),0.019827636,"5,673"
Share High,Arizona,B.1.617.2 (Delta),0.040381905,"5,673"
Share,Arizona,B.1.617.3,0,"5,673"
Share Low,Arizona,B.1.617.3,0,"5,673"
Share High,Arizona,B.1.617.3,0,"5,673"
Share,Arizona,B.1.621 (Mu),0,"5,673"
Share Low,Arizona,B.1.621 (Mu),0,"5,673"
Share High,Arizona,B.1.621 (Mu),0,"5,673"
Share,Arizona,BA.2 (Omicron),0.008854688,"5,673"
Share Low,Arizona,BA.2 (Omicron),0.001366604,"5,673"
Share High,Arizona,BA.2 (Omicron),0.028936230,"5,673"
Share,Arizona,Other,0.000655988,"5,673"
Share Low,Arizona,Other,2.926497018e-06,"5,673"
Share High,Arizona,Other,0.004991020,"5,673"
Share,Arizona,P.1,0,"5,673"
Share Low,Arizona,P.1,0,"5,673"
Share High,Arizona,P.1,0,"5,673"
Share,Arizona,P.2,0,"5,673"
Share Low,Arizona,P.2,0,"5,673"
Share High,Arizona,P.2,0,"5,673"
Share,Arkansas,AY.1 (Delta),0,"1,110"
Share Low,Arkansas,AY.1 (Delta),0,"1,110"
Share High,Arkansas,AY.1 (Delta),0,"1,110"
Share,Arkansas,AY.2 (Delta),0,"1,110"
Share Low,Arkansas,AY.2 (Delta),0,"1,110"
Share High,Arkansas,AY.2 (Delta),0,"1,110"
Share,Arkansas,B.1.1.7 (Alpha),0,"1,110"
Share Low,Arkansas,B.1.1.7 (Alpha),0,"1,110"
Share High,Arkansas,B.1.1.7 (Alpha),0,"1,110"
Share,Arkansas,B.1.1.529 (Omicron),0.976939738,"1,110"
Share Low,Arkansas,B.1.1.529 (Omicron),0.948599935,"1,110"
Share High,Arkansas,B.1.1.529 (Omicron),0.992037833,"1,110"
Share,Arkansas,B.1.351,0,"1,110"
Share Low,Arkansas,B.1.351,0,"1,110"
Share High,Arkansas,B.1.351,0,"1,110"
Share,Arkansas,B.1.427/429,0,"1,110"
Share Low,Arkansas,B.1.427/429,0,"1,110"
Share High,Arkansas,B.1.427/429,0,"1,110"
Share,Arkansas,B.1.525,0,"1,110"
Share Low,Arkansas,B.1.525,0,"1,110"
Share High,Arkansas,B.1.525,0,"1,110"
Share,Arkansas,B.1.526 (Iota),0,"1,110"
Share Low,Arkansas,B.1.526 (Iota),0,"1,110"
Share High,Arkansas,B.1.526 (Iota),0,"1,110"
Share,Arkansas,B.1.617.1,0,"1,110"
Share Low,Arkansas,B.1.617.1,0,"1,110"
Share High,Arkansas,B.1.617.1,0,"1,110"
Share,Arkansas,B.1.617.2 (Delta),0.019418107,"1,110"
Share Low,Arkansas,B.1.617.2 (Delta),0.005181506,"1,110"
Share High,Arkansas,B.1.617.2 (Delta),0.049586549,"1,110"
Share,Arkansas,B.1.617.3,0,"1,110"
Share Low,Arkansas,B.1.617.3,0,"1,110"
Share High,Arkansas,B.1.617.3,0,"1,110"
Share,Arkansas,B.1.621 (Mu),0,"1,110"
Share Low,Arkansas,B.1.621 (Mu),0,"1,110"
Share High,Arkansas,B.1.621 (Mu),0,"1,110"
Share,Arkansas,BA.2 (Omicron),0.002368289,"1,110"
Share Low,Arkansas,BA.2 (Omicron),0.000201088,"1,110"
Share High,Arkansas,BA.2 (Omicron),0.009598180,"1,110"
Share,Arkansas,Other,0.001273889,"1,110"
Share Low,Arkansas,Other,3.776687208e-06,"1,110"
Share High,Arkansas,Other,0.010265442,"1,110"
Share,Arkansas,P.1,0,"1,110"
Share Low,Arkansas,P.1,0,"1,110"
Share High,Arkansas,P.1,0,"1,110"
Share,Arkansas,P.2,0,"1,110"
Share Low,Arkansas,P.2,0,"1,110"
Share High,Arkansas,P.2,0,"1,110"
Share,California,AY.1 (Delta),0,"22,735"
Share Low,California,AY.1 (Delta),0,"22,735"
Share High,California,AY.1 (Delta),0,"22,735"
Share,California,AY.2 (Delta),0,"22,735"
Share Low,California,AY.2 (Delta),0,"22,735"
Share High,California,AY.2 (Delta),0,"22,735"
Share,California,B.1.1.7 (Alpha),0,"22,735"
Share Low,California,B.1.1.7 (Alpha),0,"22,735"
Share High,California,B.1.1.7 (Alpha),0,"22,735"
Share,California,B.1.1.529 (Omicron),0.982888699,"22,735"
Share Low,California,B.1.1.529 (Omicron),0.974078119,"22,735"
Share High,California,B.1.1.529 (Omicron),0.989315569,"22,735"
Share,California,B.1.351,0,"22,735"
Share Low,California,B.1.351,0,"22,735"
Share High,California,B.1.351,0,"22,735"
Share,California,B.1.427/429,0,"22,735"
Share Low,California,B.1.427/429,0,"22,735"
Share High,California,B.1.427/429,0,"22,735"
Share,California,B.1.525,0,"22,735"
Share Low,California,B.1.525,0,"22,735"
Share High,California,B.1.525,0,"22,735"
Share,California,B.1.526 (Iota),0,"22,735"
Share Low,California,B.1.526 (Iota),0,"22,735"
Share High,California,B.1.526 (Iota),0,"22,735"
Share,California,B.1.617.1,0,"22,735"
Share Low,California,B.1.617.1,0,"22,735"
Share High,California,B.1.617.1,0,"22,735"
Share,California,B.1.617.2 (Delta),0.013025073,"22,735"
Share Low,California,B.1.617.2 (Delta),0.007074075,"22,735"
Share High,California,B.1.617.2 (Delta),0.021899715,"22,735"
Share,California,B.1.617.3,0,"22,735"
Share Low,California,B.1.617.3,0,"22,735"
Share High,California,B.1.617.3,0,"22,735"
Share,California,B.1.621 (Mu),0,"22,735"
Share Low,California,B.1.621 (Mu),0,"22,735"
Share High,California,B.1.621 (Mu),0,"22,735"
Share,California,BA.2 (Omicron),0.003888074,"22,735"
Share Low,California,BA.2 (Omicron),0.003121107,"22,735"
Share High,California,BA.2 (Omicron),0.004785832,"22,735"
Share,California,Other,0.000198134,"22,735"
Share Low,California,Other,5.949899059e-05,"22,735"
Share High,California,Other,0.000482296,"22,735"
Share,California,P.1,0,"22,735"
Share Low,California,P.1,0,"22,735"
Share High,California,P.1,0,"22,735"
Share,California,P.2,0,"22,735"
Share Low,California,P.2,0,"22,735"
Share High,California,P.2,0,"22,735"
Share,Colorado,AY.1 (Delta),0,"7,251"
Share Low,Colorado,AY.1 (Delta),0,"7,251"
Share High,Colorado,AY.1 (Delta),0,"7,251"
Share,Colorado,AY.2 (Delta),0,"7,251"
Share Low,Colorado,AY.2 (Delta),0,"7,251"
Share High,Colorado,AY.2 (Delta),0,"7,251"
Share,Colorado,B.1.1.7 (Alpha),0,"7,251"
Share Low,Colorado,B.1.1.7 (Alpha),0,"7,251"
Share High,Colorado,B.1.1.7 (Alpha),0,"7,251"
Share,Colorado,B.1.1.529 (Omicron),0.986510694,"7,251"
Share Low,Colorado,B.1.1.529 (Omicron),0.973019660,"7,251"
Share High,Colorado,B.1.1.529 (Omicron),0.994356513,"7,251"
Share,Colorado,B.1.351,0,"7,251"
Share Low,Colorado,B.1.351,0,"7,251"
Share High,Colorado,B.1.351,0,"7,251"
Share,Colorado,B.1.427/429,0,"7,251"
Share Low,Colorado,B.1.427/429,0,"7,251"
Share High,Colorado,B.1.427/429,0,"7,251"
Share,Colorado,B.1.525,0,"7,251"
Share Low,Colorado,B.1.525,0,"7,251"
Share High,Colorado,B.1.525,0,"7,251"
Share,Colorado,B.1.526 (Iota),0,"7,251"
Share Low,Colorado,B.1.526 (Iota),0,"7,251"
Share High,Colorado,B.1.526 (Iota),0,"7,251"
Share,Colorado,B.1.617.1,0,"7,251"
Share Low,Colorado,B.1.617.1,0,"7,251"
Share High,Colorado,B.1.617.1,0,"7,251"
Share,Colorado,B.1.617.2 (Delta),0.009471842,"7,251"
Share Low,Colorado,B.1.617.2 (Delta),0.002915847,"7,251"
Share High,Colorado,B.1.617.2 (Delta),0.022631627,"7,251"
Share,Colorado,B.1.617.3,0,"7,251"
Share Low,Colorado,B.1.617.3,0,"7,251"
Share High,Colorado,B.1.617.3,0,"7,251"
Share,Colorado,B.1.621 (Mu),0,"7,251"
Share Low,Colorado,B.1.621 (Mu),0,"7,251"
Share High,Colorado,B.1.621 (Mu),0,"7,251"
Share,Colorado,BA.2 (Omicron),0.001942678,"7,251"
Share Low,Colorado,BA.2 (Omicron),0.000614380,"7,251"
Share High,Colorado,BA.2 (Omicron),0.004594577,"7,251"
Share,Colorado,Other,0.002074779,"7,251"
Share Low,Colorado,Other,8.214361515e-06,"7,251"
Share High,Colorado,Other,0.015992448,"7,251"
Share,Colorado,P.1,0,"7,251"
Share Low,Colorado,P.1,0,"7,251"
Share High,Colorado,P.1,0,"7,251"
Share,Colorado,P.2,0,"7,251"
Share Low,Colorado,P.2,0,"7,251"
Share High,Colorado,P.2,0,"7,251"
Share,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,103
Share Low,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,103
Share High,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,103
Share,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,103
Share Low,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,103
Share High,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,103
Share,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,103
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,103
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,103
Share,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0.725854158,103
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,103
