Measure Names,State/Jurisdiction,Variant,Measure Values,Total Sequences 
Share Low,Alaska,P.2,0,571
Share High,Alaska,P.2,0,571
Share,American Samoa,AY.1 (Delta),0,0
Share Low,American Samoa,AY.1 (Delta),0,0
Share High,American Samoa,AY.1 (Delta),0,0
Share,American Samoa,AY.2 (Delta),0,0
Share Low,American Samoa,AY.2 (Delta),0,0
Share High,American Samoa,AY.2 (Delta),0,0
Share,American Samoa,B.1.1.7 (Alpha),0,0
Share Low,American Samoa,B.1.1.7 (Alpha),0,0
Share High,American Samoa,B.1.1.7 (Alpha),0,0
Share,American Samoa,B.1.1.529 (Omicron),0,0
Share Low,American Samoa,B.1.1.529 (Omicron),0,0
Share High,American Samoa,B.1.1.529 (Omicron),0,0
Share,American Samoa,B.1.351,0,0
Share Low,American Samoa,B.1.351,0,0
Share High,American Samoa,B.1.351,0,0
Share,American Samoa,B.1.427/429,0,0
Share Low,American Samoa,B.1.427/429,0,0
Share High,American Samoa,B.1.427/429,0,0
Share,American Samoa,B.1.525,0,0
Share Low,American Samoa,B.1.525,0,0
Share High,American Samoa,B.1.525,0,0
Share,American Samoa,B.1.526 (Iota),0,0
Share Low,American Samoa,B.1.526 (Iota),0,0
Share High,American Samoa,B.1.526 (Iota),0,0
Share,American Samoa,B.1.617.1,0,0
Share Low,American Samoa,B.1.617.1,0,0
Share High,American Samoa,B.1.617.1,0,0
Share,American Samoa,B.1.617.2 (Delta),0,0
Share Low,American Samoa,B.1.617.2 (Delta),0,0
Share High,American Samoa,B.1.617.2 (Delta),0,0
Share,American Samoa,B.1.617.3,0,0
Share Low,American Samoa,B.1.617.3,0,0
Share High,American Samoa,B.1.617.3,0,0
Share,American Samoa,B.1.621 (Mu),0,0
Share Low,American Samoa,B.1.621 (Mu),0,0
Share High,American Samoa,B.1.621 (Mu),0,0
Share,American Samoa,BA.2 (Omicron),0,0
Share Low,American Samoa,BA.2 (Omicron),0,0
Share High,American Samoa,BA.2 (Omicron),0,0
Share,American Samoa,Other,0,0
Share Low,American Samoa,Other,0,0
Share High,American Samoa,Other,0,0
Share,American Samoa,P.1,0,0
Share Low,American Samoa,P.1,0,0
Share High,American Samoa,P.1,0,0
Share,American Samoa,P.2,0,0
Share Low,American Samoa,P.2,0,0
Share High,American Samoa,P.2,0,0
Share,Arizona,AY.1 (Delta),0,"3,006"
Share Low,Arizona,AY.1 (Delta),0,"3,006"
Share High,Arizona,AY.1 (Delta),0,"3,006"
Share,Arizona,AY.2 (Delta),0,"3,006"
Share Low,Arizona,AY.2 (Delta),0,"3,006"
Share High,Arizona,AY.2 (Delta),0,"3,006"
Share,Arizona,B.1.1.7 (Alpha),0,"3,006"
Share Low,Arizona,B.1.1.7 (Alpha),0,"3,006"
Share High,Arizona,B.1.1.7 (Alpha),0,"3,006"
Share,Arizona,B.1.1.529 (Omicron),0.958513975,"3,006"
Share Low,Arizona,B.1.1.529 (Omicron),0.950183749,"3,006"
Share High,Arizona,B.1.1.529 (Omicron),0.965804517,"3,006"
Share,Arizona,B.1.351,0,"3,006"
Share Low,Arizona,B.1.351,0,"3,006"
Share High,Arizona,B.1.351,0,"3,006"
Share,Arizona,B.1.427/429,0,"3,006"
Share Low,Arizona,B.1.427/429,0,"3,006"
Share High,Arizona,B.1.427/429,0,"3,006"
Share,Arizona,B.1.525,0,"3,006"
Share Low,Arizona,B.1.525,0,"3,006"
Share High,Arizona,B.1.525,0,"3,006"
Share,Arizona,B.1.526 (Iota),0,"3,006"
Share Low,Arizona,B.1.526 (Iota),0,"3,006"
Share High,Arizona,B.1.526 (Iota),0,"3,006"
Share,Arizona,B.1.617.1,0,"3,006"
Share Low,Arizona,B.1.617.1,0,"3,006"
Share High,Arizona,B.1.617.1,0,"3,006"
Share,Arizona,B.1.617.2 (Delta),0.002940729,"3,006"
Share Low,Arizona,B.1.617.2 (Delta),0.000595374,"3,006"
Share High,Arizona,B.1.617.2 (Delta),0.008642360,"3,006"
Share,Arizona,B.1.617.3,0,"3,006"
Share Low,Arizona,B.1.617.3,0,"3,006"
Share High,Arizona,B.1.617.3,0,"3,006"
Share,Arizona,B.1.621 (Mu),0,"3,006"
Share Low,Arizona,B.1.621 (Mu),0,"3,006"
Share High,Arizona,B.1.621 (Mu),0,"3,006"
Share,Arizona,BA.2 (Omicron),0.038545284,"3,006"
Share Low,Arizona,BA.2 (Omicron),0.031949669,"3,006"
Share High,Arizona,BA.2 (Omicron),0.046057172,"3,006"
Share,Arizona,Other,0,"3,006"
Share Low,Arizona,Other,0,"3,006"
Share High,Arizona,Other,0,"3,006"
Share,Arizona,P.1,0,"3,006"
Share Low,Arizona,P.1,0,"3,006"
Share High,Arizona,P.1,0,"3,006"
Share,Arizona,P.2,0,"3,006"
Share Low,Arizona,P.2,0,"3,006"
Share High,Arizona,P.2,0,"3,006"
Share,Arkansas,AY.1 (Delta),0,343
Share Low,Arkansas,AY.1 (Delta),0,343
Share High,Arkansas,AY.1 (Delta),0,343
Share,Arkansas,AY.2 (Delta),0,343
Share Low,Arkansas,AY.2 (Delta),0,343
Share High,Arkansas,AY.2 (Delta),0,343
Share,Arkansas,B.1.1.7 (Alpha),0,343
Share Low,Arkansas,B.1.1.7 (Alpha),0,343
Share High,Arkansas,B.1.1.7 (Alpha),0,343
Share,Arkansas,B.1.1.529 (Omicron),0.980079532,343
Share Low,Arkansas,B.1.1.529 (Omicron),0.935270309,343
Share High,Arkansas,B.1.1.529 (Omicron),0.996975422,343
Share,Arkansas,B.1.351,0,343
Share Low,Arkansas,B.1.351,0,343
Share High,Arkansas,B.1.351,0,343
Share,Arkansas,B.1.427/429,0,343
Share Low,Arkansas,B.1.427/429,0,343
Share High,Arkansas,B.1.427/429,0,343
Share,Arkansas,B.1.525,0,343
Share Low,Arkansas,B.1.525,0,343
Share High,Arkansas,B.1.525,0,343
Share,Arkansas,B.1.526 (Iota),0,343
Share Low,Arkansas,B.1.526 (Iota),0,343
Share High,Arkansas,B.1.526 (Iota),0,343
Share,Arkansas,B.1.617.1,0,343
Share Low,Arkansas,B.1.617.1,0,343
Share High,Arkansas,B.1.617.1,0,343
Share,Arkansas,B.1.617.2 (Delta),0,343
Share Low,Arkansas,B.1.617.2 (Delta),0,343
Share High,Arkansas,B.1.617.2 (Delta),0,343
Share,Arkansas,B.1.617.3,0,343
Share Low,Arkansas,B.1.617.3,0,343
Share High,Arkansas,B.1.617.3,0,343
Share,Arkansas,B.1.621 (Mu),0,343
Share Low,Arkansas,B.1.621 (Mu),0,343
Share High,Arkansas,B.1.621 (Mu),0,343
Share,Arkansas,BA.2 (Omicron),0.019920478,343
Share Low,Arkansas,BA.2 (Omicron),0.003024562,343
Share High,Arkansas,BA.2 (Omicron),0.064729720,343
Share,Arkansas,Other,0,343
Share Low,Arkansas,Other,0,343
Share High,Arkansas,Other,0,343
Share,Arkansas,P.1,0,343
Share Low,Arkansas,P.1,0,343
Share High,Arkansas,P.1,0,343
Share,Arkansas,P.2,0,343
Share Low,Arkansas,P.2,0,343
Share High,Arkansas,P.2,0,343
Share,California,AY.1 (Delta),0,"26,063"
Share Low,California,AY.1 (Delta),0,"26,063"
Share High,California,AY.1 (Delta),0,"26,063"
Share,California,AY.2 (Delta),0,"26,063"
Share Low,California,AY.2 (Delta),0,"26,063"
Share High,California,AY.2 (Delta),0,"26,063"
Share,California,B.1.1.7 (Alpha),0,"26,063"
Share Low,California,B.1.1.7 (Alpha),0,"26,063"
Share High,California,B.1.1.7 (Alpha),0,"26,063"
Share,California,B.1.1.529 (Omicron),0.948426545,"26,063"
Share Low,California,B.1.1.529 (Omicron),0.920378387,"26,063"
Share High,California,B.1.1.529 (Omicron),0.968801677,"26,063"
Share,California,B.1.351,0,"26,063"
Share Low,California,B.1.351,0,"26,063"
Share High,California,B.1.351,0,"26,063"
Share,California,B.1.427/429,0,"26,063"
Share Low,California,B.1.427/429,0,"26,063"
Share High,California,B.1.427/429,0,"26,063"
Share,California,B.1.525,0,"26,063"
Share Low,California,B.1.525,0,"26,063"
Share High,California,B.1.525,0,"26,063"
Share,California,B.1.526 (Iota),0,"26,063"
Share Low,California,B.1.526 (Iota),0,"26,063"
Share High,California,B.1.526 (Iota),0,"26,063"
Share,California,B.1.617.1,0,"26,063"
Share Low,California,B.1.617.1,0,"26,063"
Share High,California,B.1.617.1,0,"26,063"
Share,California,B.1.617.2 (Delta),0.000487595,"26,063"
Share Low,California,B.1.617.2 (Delta),0.000123892,"26,063"
Share High,California,B.1.617.2 (Delta),0.001292180,"26,063"
Share,California,B.1.617.3,0,"26,063"
Share Low,California,B.1.617.3,0,"26,063"
Share High,California,B.1.617.3,0,"26,063"
Share,California,B.1.621 (Mu),0,"26,063"
Share Low,California,B.1.621 (Mu),0,"26,063"
Share High,California,B.1.621 (Mu),0,"26,063"
Share,California,BA.2 (Omicron),0.050888881,"26,063"
Share Low,California,BA.2 (Omicron),0.031032013,"26,063"
Share High,California,BA.2 (Omicron),0.078107521,"26,063"
Share,California,Other,0.000196992,"26,063"
Share Low,California,Other,9.553466043e-06,"26,063"
Share High,California,Other,0.000939746,"26,063"
Share,California,P.1,0,"26,063"
Share Low,California,P.1,0,"26,063"
Share High,California,P.1,0,"26,063"
Share,California,P.2,0,"26,063"
Share Low,California,P.2,0,"26,063"
Share High,California,P.2,0,"26,063"
Share,Colorado,AY.1 (Delta),0,"6,156"
Share Low,Colorado,AY.1 (Delta),0,"6,156"
Share High,Colorado,AY.1 (Delta),0,"6,156"
Share,Colorado,AY.2 (Delta),0,"6,156"
Share Low,Colorado,AY.2 (Delta),0,"6,156"
Share High,Colorado,AY.2 (Delta),0,"6,156"
Share,Colorado,B.1.1.7 (Alpha),0,"6,156"
Share Low,Colorado,B.1.1.7 (Alpha),0,"6,156"
Share High,Colorado,B.1.1.7 (Alpha),0,"6,156"
Share,Colorado,B.1.1.529 (Omicron),0.974908531,"6,156"
Share Low,Colorado,B.1.1.529 (Omicron),0.970687985,"6,156"
Share High,Colorado,B.1.1.529 (Omicron),0.978670418,"6,156"
Share,Colorado,B.1.351,0,"6,156"
Share Low,Colorado,B.1.351,0,"6,156"
Share High,Colorado,B.1.351,0,"6,156"
Share,Colorado,B.1.427/429,0,"6,156"
Share Low,Colorado,B.1.427/429,0,"6,156"
Share High,Colorado,B.1.427/429,0,"6,156"
Share,Colorado,B.1.525,0,"6,156"
Share Low,Colorado,B.1.525,0,"6,156"
Share High,Colorado,B.1.525,0,"6,156"
Share,Colorado,B.1.526 (Iota),0,"6,156"
Share Low,Colorado,B.1.526 (Iota),0,"6,156"
Share High,Colorado,B.1.526 (Iota),0,"6,156"
Share,Colorado,B.1.617.1,0,"6,156"
Share Low,Colorado,B.1.617.1,0,"6,156"
Share High,Colorado,B.1.617.1,0,"6,156"
Share,Colorado,B.1.617.2 (Delta),0.000980187,"6,156"
Share Low,Colorado,B.1.617.2 (Delta),0.000361068,"6,156"
Share High,Colorado,B.1.617.2 (Delta),0.002127804,"6,156"
Share,Colorado,B.1.617.3,0,"6,156"
Share Low,Colorado,B.1.617.3,0,"6,156"
Share High,Colorado,B.1.617.3,0,"6,156"
Share,Colorado,B.1.621 (Mu),0,"6,156"
Share Low,Colorado,B.1.621 (Mu),0,"6,156"
Share High,Colorado,B.1.621 (Mu),0,"6,156"
Share,Colorado,BA.2 (Omicron),0.024111301,"6,156"
Share Low,Colorado,BA.2 (Omicron),0.020425035,"6,156"
Share High,Colorado,BA.2 (Omicron),0.028257376,"6,156"
Share,Colorado,Other,0,"6,156"
Share Low,Colorado,Other,0,"6,156"
Share High,Colorado,Other,0,"6,156"
Share,Colorado,P.1,0,"6,156"
Share Low,Colorado,P.1,0,"6,156"
Share High,Colorado,P.1,0,"6,156"
Share,Colorado,P.2,0,"6,156"
Share Low,Colorado,P.2,0,"6,156"
Share High,Colorado,P.2,0,"6,156"
Share,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,1
Share Low,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,1
Share High,Commonwealth of the Northern Mariana Islands,AY.1 (Delta),0,1
Share,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,1
Share Low,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,1
Share High,Commonwealth of the Northern Mariana Islands,AY.2 (Delta),0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.7 (Alpha),0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.1.529 (Omicron),0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.351,0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.351,0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.351,0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.427/429,0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.525,0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.525,0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.525,0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.526 (Iota),0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.1,0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.2 (Delta),0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.617.3,0,1
Share,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,1
Share Low,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,1
Share High,Commonwealth of the Northern Mariana Islands,B.1.621 (Mu),0,1
Share,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),1,1
Share Low,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,1
Share High,Commonwealth of the Northern Mariana Islands,BA.2 (Omicron),0,1
Share,Commonwealth of the Northern Mariana Islands,Other,0,1
Share Low,Commonwealth of the Northern Mariana Islands,Other,0,1
Share High,Commonwealth of the Northern Mariana Islands,Other,0,1
Share,Commonwealth of the Northern Mariana Islands,P.1,0,1
Share Low,Commonwealth of the Northern Mariana Islands,P.1,0,1
Share High,Commonwealth of the Northern Mariana Islands,P.1,0,1
Share,Commonwealth of the Northern Mariana Islands,P.2,0,1
Share Low,Commonwealth of the Northern Mariana Islands,P.2,0,1
Share High,Commonwealth of the Northern Mariana Islands,P.2,0,1
Share,Connecticut,AY.1 (Delta),0,"1,898"
Share Low,Connecticut,AY.1 (Delta),0,"1,898"
Share High,Connecticut,AY.1 (Delta),0,"1,898"
Share,Connecticut,AY.2 (Delta),0,"1,898"
Share Low,Connecticut,AY.2 (Delta),0,"1,898"
Share High,Connecticut,AY.2 (Delta),0,"1,898"
Share,Connecticut,B.1.1.7 (Alpha),0,"1,898"
Share Low,Connecticut,B.1.1.7 (Alpha),0,"1,898"
Share High,Connecticut,B.1.1.7 (Alpha),0,"1,898"
Share,Connecticut,B.1.1.529 (Omicron),0.968150854,"1,898"
Share Low,Connecticut,B.1.1.529 (Omicron),0.908838093,"1,898"
Share High,Connecticut,B.1.1.529 (Omicron),0.993536592,"1,898"
Share,Connecticut,B.1.351,0,"1,898"
Share Low,Connecticut,B.1.351,0,"1,898"
Share High,Connecticut,B.1.351,0,"1,898"
Share,Connecticut,B.1.427/429,0,"1,898"
Share Low,Connecticut,B.1.427/429,0,"1,898"
Share High,Connecticut,B.1.427/429,0,"1,898"
Share,Connecticut,B.1.525,0,"1,898"
Share Low,Connecticut,B.1.525,0,"1,898"
Share High,Connecticut,B.1.525,0,"1,898"
Share,Connecticut,B.1.526 (Iota),0,"1,898"
Share Low,Connecticut,B.1.526 (Iota),0,"1,898"
Share High,Connecticut,B.1.526 (Iota),0,"1,898"
Share,Connecticut,B.1.617.1,0,"1,898"
Share Low,Connecticut,B.1.617.1,0,"1,898"
Share High,Connecticut,B.1.617.1,0,"1,898"
Share,Connecticut,B.1.617.2 (Delta),0.000692416,"1,898"
Share Low,Connecticut,B.1.617.2 (Delta),1.335354341e-06,"1,898"
Share High,Connecticut,B.1.617.2 (Delta),0.005929205,"1,898"
Share,Connecticut,B.1.617.3,0,"1,898"
Share Low,Connecticut,B.1.617.3,0,"1,898"
Share High,Connecticut,B.1.617.3,0,"1,898"
Share,Connecticut,B.1.621 (Mu),0,"1,898"
Share Low,Connecticut,B.1.621 (Mu),0,"1,898"
Share High,Connecticut,B.1.621 (Mu),0,"1,898"
Share,Connecticut,BA.2 (Omicron),0.031156741,"1,898"
Share Low,Connecticut,BA.2 (Omicron),0.006457550,"1,898"
Share High,Connecticut,BA.2 (Omicron),0.088445038,"1,898"
Share,Connecticut,Other,0,"1,898"
Share Low,Connecticut,Other,0,"1,898"
Share High,Connecticut,Other,0,"1,898"
Share,Connecticut,P.1,0,"1,898"
Share Low,Connecticut,P.1,0,"1,898"
Share High,Connecticut,P.1,0,"1,898"
Share,Connecticut,P.2,0,"1,898"
Share Low,Connecticut,P.2,0,"1,898"
Share High,Connecticut,P.2,0,"1,898"
Share,Delaware,AY.1 (Delta),0,167
Share Low,Delaware,AY.1 (Delta),0,167
Share High,Delaware,AY.1 (Delta),0,167
Share,Delaware,AY.2 (Delta),0,167
Share Low,Delaware,AY.2 (Delta),0,167
Share High,Delaware,AY.2 (Delta),0,167
Share,Delaware,B.1.1.7 (Alpha),0,167
Share Low,Delaware,B.1.1.7 (Alpha),0,167
Share High,Delaware,B.1.1.7 (Alpha),0,167
Share,Delaware,B.1.1.529 (Omicron),0.969461918,167
Share Low,Delaware,B.1.1.529 (Omicron),0.928445697,167
Share High,Delaware,B.1.1.529 (Omicron),0.990465522,167
Share,Delaware,B.1.351,0,167
Share Low,Delaware,B.1.351,0,167
Share High,Delaware,B.1.351,0,167
Share,Delaware,B.1.427/429,0,167
Share Low,Delaware,B.1.427/429,0,167
Share High,Delaware,B.1.427/429,0,167
Share,Delaware,B.1.525,0,167
Share Low,Delaware,B.1.525,0,167
Share High,Delaware,B.1.525,0,167
Share,Delaware,B.1.526 (Iota),0,167
Share Low,Delaware,B.1.526 (Iota),0,167
Share High,Delaware,B.1.526 (Iota),0,167
Share,Delaware,B.1.617.1,0,167
Share Low,Delaware,B.1.617.1,0,167
Share High,Delaware,B.1.617.1,0,167
Share,Delaware,B.1.617.2 (Delta),0,167
Share Low,Delaware,B.1.617.2 (Delta),0,167
Share High,Delaware,B.1.617.2 (Delta),0,167
Share,Delaware,B.1.617.3,0,167
Share Low,Delaware,B.1.617.3,0,167
Share High,Delaware,B.1.617.3,0,167
Share,Delaware,B.1.621 (Mu),0,167
Share Low,Delaware,B.1.621 (Mu),0,167
Share High,Delaware,B.1.621 (Mu),0,167
Share,Delaware,BA.2 (Omicron),0.030538084,167
Share Low,Delaware,BA.2 (Omicron),0.009534486,167
Share High,Delaware,BA.2 (Omicron),0.071554273,167
Share,Delaware,Other,0,167
Share Low,Delaware,Other,0,167
Share High,Delaware,Other,0,167
Share,Delaware,P.1,0,167
Share Low,Delaware,P.1,0,167
Share High,Delaware,P.1,0,167
Share,Delaware,P.2,0,167
Share Low,Delaware,P.2,0,167
Share High,Delaware,P.2,0,167
Share,District of Columbia,AY.1 (Delta),0,363
Share Low,District of Columbia,AY.1 (Delta),0,363
Share High,District of Columbia,AY.1 (Delta),0,363
Share,District of Columbia,AY.2 (Delta),0,363
Share Low,District of Columbia,AY.2 (Delta),0,363
Share High,District of Columbia,AY.2 (Delta),0,363
Share,District of Columbia,B.1.1.7 (Alpha),0,363
Share Low,District of Columbia,B.1.1.7 (Alpha),0,363
Share High,District of Columbia,B.1.1.7 (Alpha),0,363
Share,District of Columbia,B.1.1.529 (Omicron),0.851675808,363
Share Low,District of Columbia,B.1.1.529 (Omicron),0.551931918,363
Share High,District of Columbia,B.1.1.529 (Omicron),0.982562959,363
Share,District of Columbia,B.1.351,0,363
Share Low,District of Columbia,B.1.351,0,363
Share High,District of Columbia,B.1.351,0,363
Share,District of Columbia,B.1.427/429,0,363
Share Low,District of Columbia,B.1.427/429,0,363
Share High,District of Columbia,B.1.427/429,0,363
Share,District of Columbia,B.1.525,0,363
Share Low,District of Columbia,B.1.525,0,363
Share High,District of Columbia,B.1.525,0,363
Share,District of Columbia,B.1.526 (Iota),0,363
Share Low,District of Columbia,B.1.526 (Iota),0,363
Share High,District of Columbia,B.1.526 (Iota),0,363
Share,District of Columbia,B.1.617.1,0,363
Share Low,District of Columbia,B.1.617.1,0,363
Share High,District of Columbia,B.1.617.1,0,363
Share,District of Columbia,B.1.617.2 (Delta),0,363
Share Low,District of Columbia,B.1.617.2 (Delta),0,363
Share High,District of Columbia,B.1.617.2 (Delta),0,363
Share,District of Columbia,B.1.617.3,0,363
Share Low,District of Columbia,B.1.617.3,0,363
Share High,District of Columbia,B.1.617.3,0,363
Share,District of Columbia,B.1.621 (Mu),0,363
Share Low,District of Columbia,B.1.621 (Mu),0,363
Share High,District of Columbia,B.1.621 (Mu),0,363
Share,District of Columbia,BA.2 (Omicron),0.148324206,363
Share Low,District of Columbia,BA.2 (Omicron),0.017437058,363
Share High,District of Columbia,BA.2 (Omicron),0.448068082,363
Share,District of Columbia,Other,0,363
Share Low,District of Columbia,Other,0,363
Share High,District of Columbia,Other,0,363
Share,District of Columbia,P.1,0,363
Share Low,District of Columbia,P.1,0,363
Share High,District of Columbia,P.1,0,363
Share,District of Columbia,P.2,0,363
Share Low,District of Columbia,P.2,0,363
Share High,District of Columbia,P.2,0,363
Share,Federated States of Micronesia,AY.1 (Delta),,0
Share Low,Federated States of Micronesia,AY.1 (Delta),0,0
Share High,Federated States of Micronesia,AY.1 (Delta),0,0
Share,Federated States of Micronesia,AY.2 (Delta),,0
Share Low,Federated States of Micronesia,AY.2 (Delta),0,0
Share High,Federated States of Micronesia,AY.2 (Delta),0,0
Share,Federated States of Micronesia,B.1.1.7 (Alpha),,0
Share Low,Federated States of Micronesia,B.1.1.7 (Alpha),0,0
Share High,Federated States of Micronesia,B.1.1.7 (Alpha),0,0
Share,Federated States of Micronesia,B.1.1.529 (Omicron),,0
Share Low,Federated States of Micronesia,B.1.1.529 (Omicron),0,0
Share High,Federated States of Micronesia,B.1.1.529 (Omicron),0,0
Share,Federated States of Micronesia,B.1.351,,0
Share Low,Federated States of Micronesia,B.1.351,0,0
Share High,Federated States of Micronesia,B.1.351,0,0
Share,Federated States of Micronesia,B.1.427/429,,0
Share Low,Federated States of Micronesia,B.1.427/429,0,0
Share High,Federated States of Micronesia,B.1.427/429,0,0
Share,Federated States of Micronesia,B.1.525,,0
Share Low,Federated States of Micronesia,B.1.525,0,0
