UpdateDTS,State,Measure Names,Measure Values,samples
2021-05-06T14:51:00Z,New York,B.1.427/B.1.429,0.0298,2279
2021-05-06T14:51:00Z,New York,P.1,0.0145,2279
2021-05-06T14:51:00Z,New York,Other lineages,0.5612,2279
2021-05-06T14:51:00Z,North Carolina,B.1.1.7,0.4467,1352
2021-05-06T14:51:00Z,North Carolina,B.1.351,0.0385,1352
2021-05-06T14:51:00Z,North Carolina,B.1.427/B.1.429,0.0525,1352
2021-05-06T14:51:00Z,North Carolina,P.1,0.0074,1352
2021-05-06T14:51:00Z,North Carolina,Other lineages,0.4549,1352
2021-05-06T14:51:00Z,Ohio,B.1.1.7,0.5177,1493
2021-05-06T14:51:00Z,Ohio,B.1.351,0.0174,1493
2021-05-06T14:51:00Z,Ohio,B.1.427/B.1.429,0.0482,1493
2021-05-06T14:51:00Z,Ohio,P.1,0.0181,1493
2021-05-06T14:51:00Z,Ohio,Other lineages,0.3985,1493
2021-05-06T14:51:00Z,Pennsylvania,B.1.1.7,0.5179,4503
2021-05-06T14:51:00Z,Pennsylvania,B.1.351,0.0082,4503
2021-05-06T14:51:00Z,Pennsylvania,B.1.427/B.1.429,0.0291,4503
2021-05-06T14:51:00Z,Pennsylvania,P.1,0.0142,4503
2021-05-06T14:51:00Z,Pennsylvania,Other lineages,0.4306,4503
2021-05-06T14:51:00Z,Rhode Island,B.1.1.7,0.3501,934
2021-05-06T14:51:00Z,Rhode Island,B.1.351,,934
2021-05-06T14:51:00Z,Rhode Island,B.1.427/B.1.429,0.0546,934
2021-05-06T14:51:00Z,Rhode Island,P.1,0.0278,934
2021-05-06T14:51:00Z,Rhode Island,Other lineages,0.5675,934
2021-05-06T14:51:00Z,Tennessee,B.1.1.7,0.7365,1222
2021-05-06T14:51:00Z,Tennessee,B.1.351,0.0025,1222
2021-05-06T14:51:00Z,Tennessee,B.1.427/B.1.429,0.027,1222
2021-05-06T14:51:00Z,Tennessee,P.1,0.0041,1222
2021-05-06T14:51:00Z,Tennessee,Other lineages,0.23,1222
2021-05-06T14:51:00Z,Texas,B.1.1.7,0.603,2816
2021-05-06T14:51:00Z,Texas,B.1.351,0.0025,2816
2021-05-06T14:51:00Z,Texas,B.1.427/B.1.429,0.0565,2816
2021-05-06T14:51:00Z,Texas,P.1,0.0227,2816
2021-05-06T14:51:00Z,Texas,Other lineages,0.3153,2816
2021-05-06T14:51:00Z,Virginia,B.1.1.7,0.5467,900
2021-05-06T14:51:00Z,Virginia,B.1.351,0.0222,900
2021-05-06T14:51:00Z,Virginia,B.1.427/B.1.429,0.0578,900
2021-05-06T14:51:00Z,Virginia,P.1,0.0067,900
2021-05-06T14:51:00Z,Virginia,Other lineages,0.3667,900
2021-05-06T14:51:00Z,West Virginia,B.1.1.7,0.3219,755
2021-05-06T14:51:00Z,West Virginia,B.1.351,0.0013,755
2021-05-06T14:51:00Z,West Virginia,B.1.427/B.1.429,0.0954,755
2021-05-06T14:51:00Z,West Virginia,P.1,0.0026,755
2021-05-06T14:51:00Z,West Virginia,Other lineages,0.5788,755
2021-05-06T14:51:00Z,Wisconsin,B.1.1.7,0.4324,895
2021-05-06T14:51:00Z,Wisconsin,B.1.351,0.0156,895
2021-05-06T14:51:00Z,Wisconsin,B.1.427/B.1.429,0.0972,895
2021-05-06T14:51:00Z,Wisconsin,P.1,0.0257,895
2021-05-06T14:51:00Z,Wisconsin,Other lineages,0.4291,895
2021-05-07T14:50:00Z,Arizona,B.1.1.7,0.3203,487
2021-05-07T14:50:00Z,Arizona,B.1.351,0.0062,487
2021-05-07T14:50:00Z,Arizona,B.1.427/B.1.429,0.2772,487
2021-05-07T14:50:00Z,Arizona,P.1,0.0349,487
2021-05-07T14:50:00Z,Arizona,Other lineages,0.3614,487
2021-05-07T14:50:00Z,California,B.1.1.7,0.3056,7663
2021-05-07T14:50:00Z,California,B.1.351,0.0055,7663
2021-05-07T14:50:00Z,California,B.1.427/B.1.429,0.3837,7663
2021-05-07T14:50:00Z,California,P.1,0.0397,7663
2021-05-07T14:50:00Z,California,Other lineages,0.2656,7663
2021-05-07T14:50:00Z,Colorado,B.1.1.7,0.4903,1860
2021-05-07T14:50:00Z,Colorado,B.1.351,0.0059,1860
2021-05-07T14:50:00Z,Colorado,B.1.427/B.1.429,0.2366,1860
2021-05-07T14:50:00Z,Colorado,P.1,0.0113,1860
2021-05-07T14:50:00Z,Colorado,Other lineages,0.2559,1860
2021-05-07T14:50:00Z,Connecticut,B.1.1.7,0.3816,891
2021-05-07T14:50:00Z,Connecticut,B.1.351,0.0056,891
2021-05-07T14:50:00Z,Connecticut,B.1.427/B.1.429,0.0325,891
2021-05-07T14:50:00Z,Connecticut,P.1,0.0213,891
2021-05-07T14:50:00Z,Connecticut,Other lineages,0.5589,891
2021-05-07T14:50:00Z,Florida,B.1.1.7,0.6294,8575
2021-05-07T14:50:00Z,Florida,B.1.351,0.0023,8575
2021-05-07T14:50:00Z,Florida,B.1.427/B.1.429,0.0456,8575
2021-05-07T14:50:00Z,Florida,P.1,0.054,8575
2021-05-07T14:50:00Z,Florida,Other lineages,0.2687,8575
2021-05-07T14:50:00Z,Georgia,B.1.1.7,0.6503,1384
2021-05-07T14:50:00Z,Georgia,B.1.351,0.0246,1384
2021-05-07T14:50:00Z,Georgia,B.1.427/B.1.429,0.0347,1384
2021-05-07T14:50:00Z,Georgia,P.1,0.0123,1384
2021-05-07T14:50:00Z,Georgia,Other lineages,0.2782,1384
2021-05-07T14:50:00Z,Illinois,B.1.1.7,0.4401,2811
2021-05-07T14:50:00Z,Illinois,B.1.351,0.0068,2811
2021-05-07T14:50:00Z,Illinois,B.1.427/B.1.429,0.1117,2811
2021-05-07T14:50:00Z,Illinois,P.1,0.148,2811
2021-05-07T14:50:00Z,Illinois,Other lineages,0.2935,2811
2021-05-07T14:50:00Z,Indiana,B.1.1.7,0.4881,1096
2021-05-07T14:50:00Z,Indiana,B.1.351,0.0046,1096
2021-05-07T14:50:00Z,Indiana,B.1.427/B.1.429,0.0849,1096
2021-05-07T14:50:00Z,Indiana,P.1,0.0265,1096
2021-05-07T14:50:00Z,Indiana,Other lineages,0.396,1096
2021-05-07T14:50:00Z,Kentucky,B.1.1.7,0.3889,396
2021-05-07T14:50:00Z,Kentucky,B.1.351,,396
2021-05-07T14:50:00Z,Kentucky,B.1.427/B.1.429,0.0404,396
2021-05-07T14:50:00Z,Kentucky,P.1,0.0126,396
2021-05-07T14:50:00Z,Kentucky,Other lineages,0.5581,396
2021-05-07T14:50:00Z,Maryland,B.1.1.7,0.5923,1143
2021-05-07T14:50:00Z,Maryland,B.1.351,0.0245,1143
2021-05-07T14:50:00Z,Maryland,B.1.427/B.1.429,0.0201,1143
2021-05-07T14:50:00Z,Maryland,P.1,0.0096,1143
2021-05-07T14:50:00Z,Maryland,Other lineages,0.3535,1143
2021-05-07T14:50:00Z,Massachusetts,B.1.1.7,0.4417,3138
2021-05-07T14:50:00Z,Massachusetts,B.1.351,0.0016,3138
2021-05-07T14:50:00Z,Massachusetts,B.1.427/B.1.429,0.028,3138
2021-05-07T14:50:00Z,Massachusetts,P.1,0.0768,3138
2021-05-07T14:50:00Z,Massachusetts,Other lineages,0.4519,3138
2021-05-07T14:50:00Z,Michigan,B.1.1.7,0.7084,5178
2021-05-07T14:50:00Z,Michigan,B.1.351,0.0041,5178
2021-05-07T14:50:00Z,Michigan,B.1.427/B.1.429,0.0373,5178
2021-05-07T14:50:00Z,Michigan,P.1,0.0118,5178
2021-05-07T14:50:00Z,Michigan,Other lineages,0.2385,5178
2021-05-07T14:50:00Z,Minnesota,B.1.1.7,0.6745,6064
2021-05-07T14:50:00Z,Minnesota,B.1.351,0.0053,6064
2021-05-07T14:50:00Z,Minnesota,B.1.427/B.1.429,0.1074,6064
2021-05-07T14:50:00Z,Minnesota,P.1,0.0068,6064
2021-05-07T14:50:00Z,Minnesota,Other lineages,0.2061,6064
2021-05-07T14:50:00Z,New Hampshire,B.1.1.7,0.3738,527
2021-05-07T14:50:00Z,New Hampshire,B.1.351,0.0038,527
2021-05-07T14:50:00Z,New Hampshire,B.1.427/B.1.429,0.0664,527
2021-05-07T14:50:00Z,New Hampshire,P.1,0.0455,527
2021-05-07T14:50:00Z,New Hampshire,Other lineages,0.5104,527
2021-05-07T14:50:00Z,New Jersey,B.1.1.7,0.415,5132
2021-05-07T14:50:00Z,New Jersey,B.1.351,0.0014,5132
2021-05-07T14:50:00Z,New Jersey,B.1.427/B.1.429,0.0127,5132
2021-05-07T14:50:00Z,New Jersey,P.1,0.0152,5132
2021-05-07T14:50:00Z,New Jersey,Other lineages,0.5557,5132
2021-05-07T14:50:00Z,New York,B.1.1.7,0.3896,2279
2021-05-07T14:50:00Z,New York,B.1.351,0.0048,2279
2021-05-07T14:50:00Z,New York,B.1.427/B.1.429,0.0298,2279
2021-05-07T14:50:00Z,New York,P.1,0.0145,2279
2021-05-07T14:50:00Z,New York,Other lineages,0.5612,2279
2021-05-07T14:50:00Z,North Carolina,B.1.1.7,0.4467,1352
2021-05-07T14:50:00Z,North Carolina,B.1.351,0.0385,1352
2021-05-07T14:50:00Z,North Carolina,B.1.427/B.1.429,0.0525,1352
2021-05-07T14:50:00Z,North Carolina,P.1,0.0074,1352
2021-05-07T14:50:00Z,North Carolina,Other lineages,0.4549,1352
2021-05-07T14:50:00Z,Ohio,B.1.1.7,0.5177,1493
2021-05-07T14:50:00Z,Ohio,B.1.351,0.0174,1493
2021-05-07T14:50:00Z,Ohio,B.1.427/B.1.429,0.0482,1493
2021-05-07T14:50:00Z,Ohio,P.1,0.0181,1493
2021-05-07T14:50:00Z,Ohio,Other lineages,0.3985,1493
2021-05-07T14:50:00Z,Pennsylvania,B.1.1.7,0.5179,4503
2021-05-07T14:50:00Z,Pennsylvania,B.1.351,0.0082,4503
2021-05-07T14:50:00Z,Pennsylvania,B.1.427/B.1.429,0.0291,4503
2021-05-07T14:50:00Z,Pennsylvania,P.1,0.0142,4503
2021-05-07T14:50:00Z,Pennsylvania,Other lineages,0.4306,4503
2021-05-07T14:50:00Z,Rhode Island,B.1.1.7,0.3501,934
2021-05-07T14:50:00Z,Rhode Island,B.1.351,,934
2021-05-07T14:50:00Z,Rhode Island,B.1.427/B.1.429,0.0546,934
2021-05-07T14:50:00Z,Rhode Island,P.1,0.0278,934
2021-05-07T14:50:00Z,Rhode Island,Other lineages,0.5675,934
2021-05-07T14:50:00Z,Tennessee,B.1.1.7,0.7365,1222
2021-05-07T14:50:00Z,Tennessee,B.1.351,0.0025,1222
2021-05-07T14:50:00Z,Tennessee,B.1.427/B.1.429,0.027,1222
2021-05-07T14:50:00Z,Tennessee,P.1,0.0041,1222
2021-05-07T14:50:00Z,Tennessee,Other lineages,0.23,1222
2021-05-07T14:50:00Z,Texas,B.1.1.7,0.603,2816
2021-05-07T14:50:00Z,Texas,B.1.351,0.0025,2816
2021-05-07T14:50:00Z,Texas,B.1.427/B.1.429,0.0565,2816
2021-05-07T14:50:00Z,Texas,P.1,0.0227,2816
2021-05-07T14:50:00Z,Texas,Other lineages,0.3153,2816
2021-05-07T14:50:00Z,Virginia,B.1.1.7,0.5467,900
2021-05-07T14:50:00Z,Virginia,B.1.351,0.0222,900
2021-05-07T14:50:00Z,Virginia,B.1.427/B.1.429,0.0578,900
2021-05-07T14:50:00Z,Virginia,P.1,0.0067,900
2021-05-07T14:50:00Z,Virginia,Other lineages,0.3667,900
2021-05-07T14:50:00Z,West Virginia,B.1.1.7,0.3219,755
2021-05-07T14:50:00Z,West Virginia,B.1.351,0.0013,755
2021-05-07T14:50:00Z,West Virginia,B.1.427/B.1.429,0.0954,755
2021-05-07T14:50:00Z,West Virginia,P.1,0.0026,755
2021-05-07T14:50:00Z,West Virginia,Other lineages,0.5788,755
2021-05-07T14:50:00Z,Wisconsin,B.1.1.7,0.4324,895
2021-05-07T14:50:00Z,Wisconsin,B.1.351,0.0156,895
2021-05-07T14:50:00Z,Wisconsin,B.1.427/B.1.429,0.0972,895
2021-05-07T14:50:00Z,Wisconsin,P.1,0.0257,895
2021-05-07T14:50:00Z,Wisconsin,Other lineages,0.4291,895
2021-05-08T14:50:00Z,Arizona,B.1.1.7,0.3203,487
2021-05-08T14:50:00Z,Arizona,B.1.351,0.0062,487
2021-05-08T14:50:00Z,Arizona,B.1.427/B.1.429,0.2772,487
2021-05-08T14:50:00Z,Arizona,P.1,0.0349,487
2021-05-08T14:50:00Z,Arizona,Other lineages,0.3614,487
2021-05-08T14:50:00Z,California,B.1.1.7,0.3056,7663
2021-05-08T14:50:00Z,California,B.1.351,0.0055,7663
2021-05-08T14:50:00Z,California,B.1.427/B.1.429,0.3837,7663
2021-05-08T14:50:00Z,California,P.1,0.0397,7663
2021-05-08T14:50:00Z,California,Other lineages,0.2656,7663
2021-05-08T14:50:00Z,Colorado,B.1.1.7,0.4903,1860
2021-05-08T14:50:00Z,Colorado,B.1.351,0.0059,1860
2021-05-08T14:50:00Z,Colorado,B.1.427/B.1.429,0.2366,1860
2021-05-08T14:50:00Z,Colorado,P.1,0.0113,1860
2021-05-08T14:50:00Z,Colorado,Other lineages,0.2559,1860
2021-05-08T14:50:00Z,Connecticut,B.1.1.7,0.3816,891
2021-05-08T14:50:00Z,Connecticut,B.1.351,0.0056,891
2021-05-08T14:50:00Z,Connecticut,B.1.427/B.1.429,0.0325,891
2021-05-08T14:50:00Z,Connecticut,P.1,0.0213,891
2021-05-08T14:50:00Z,Connecticut,Other lineages,0.5589,891
2021-05-08T14:50:00Z,Florida,B.1.1.7,0.6294,8575
2021-05-08T14:50:00Z,Florida,B.1.351,0.0023,8575
2021-05-08T14:50:00Z,Florida,B.1.427/B.1.429,0.0456,8575
2021-05-08T14:50:00Z,Florida,P.1,0.054,8575
2021-05-08T14:50:00Z,Florida,Other lineages,0.2687,8575
2021-05-08T14:50:00Z,Georgia,B.1.1.7,0.6503,1384
2021-05-08T14:50:00Z,Georgia,B.1.351,0.0246,1384
2021-05-08T14:50:00Z,Georgia,B.1.427/B.1.429,0.0347,1384
2021-05-08T14:50:00Z,Georgia,P.1,0.0123,1384
2021-05-08T14:50:00Z,Georgia,Other lineages,0.2782,1384
2021-05-08T14:50:00Z,Illinois,B.1.1.7,0.4401,2811
2021-05-08T14:50:00Z,Illinois,B.1.351,0.0068,2811
2021-05-08T14:50:00Z,Illinois,B.1.427/B.1.429,0.1117,2811
2021-05-08T14:50:00Z,Illinois,P.1,0.148,2811
2021-05-08T14:50:00Z,Illinois,Other lineages,0.2935,2811
2021-05-08T14:50:00Z,Indiana,B.1.1.7,0.4881,1096
2021-05-08T14:50:00Z,Indiana,B.1.351,0.0046,1096
2021-05-08T14:50:00Z,Indiana,B.1.427/B.1.429,0.0849,1096
2021-05-08T14:50:00Z,Indiana,P.1,0.0265,1096
2021-05-08T14:50:00Z,Indiana,Other lineages,0.396,1096
2021-05-08T14:50:00Z,Kentucky,B.1.1.7,0.3889,396
2021-05-08T14:50:00Z,Kentucky,B.1.351,,396
2021-05-08T14:50:00Z,Kentucky,B.1.427/B.1.429,0.0404,396
2021-05-08T14:50:00Z,Kentucky,P.1,0.0126,396
2021-05-08T14:50:00Z,Kentucky,Other lineages,0.5581,396
2021-05-08T14:50:00Z,Maryland,B.1.1.7,0.5923,1143
2021-05-08T14:50:00Z,Maryland,B.1.351,0.0245,1143
2021-05-08T14:50:00Z,Maryland,B.1.427/B.1.429,0.0201,1143
2021-05-08T14:50:00Z,Maryland,P.1,0.0096,1143
2021-05-08T14:50:00Z,Maryland,Other lineages,0.3535,1143
2021-05-08T14:50:00Z,Massachusetts,B.1.1.7,0.4417,3138
2021-05-08T14:50:00Z,Massachusetts,B.1.351,0.0016,3138
2021-05-08T14:50:00Z,Massachusetts,B.1.427/B.1.429,0.028,3138
2021-05-08T14:50:00Z,Massachusetts,P.1,0.0768,3138
2021-05-08T14:50:00Z,Massachusetts,Other lineages,0.4519,3138
2021-05-08T14:50:00Z,Michigan,B.1.1.7,0.7084,5178
2021-05-08T14:50:00Z,Michigan,B.1.351,0.0041,5178
2021-05-08T14:50:00Z,Michigan,B.1.427/B.1.429,0.0373,5178
2021-05-08T14:50:00Z,Michigan,P.1,0.0118,5178
2021-05-08T14:50:00Z,Michigan,Other lineages,0.2385,5178
2021-05-08T14:50:00Z,Minnesota,B.1.1.7,0.6745,6064
2021-05-08T14:50:00Z,Minnesota,B.1.351,0.0053,6064
2021-05-08T14:50:00Z,Minnesota,B.1.427/B.1.429,0.1074,6064
2021-05-08T14:50:00Z,Minnesota,P.1,0.0068,6064
2021-05-08T14:50:00Z,Minnesota,Other lineages,0.2061,6064
2021-05-08T14:50:00Z,New Hampshire,B.1.1.7,0.3738,527
2021-05-08T14:50:00Z,New Hampshire,B.1.351,0.0038,527
2021-05-08T14:50:00Z,New Hampshire,B.1.427/B.1.429,0.0664,527
2021-05-08T14:50:00Z,New Hampshire,P.1,0.0455,527
2021-05-08T14:50:00Z,New Hampshire,Other lineages,0.5104,527
2021-05-08T14:50:00Z,New Jersey,B.1.1.7,0.415,5132
2021-05-08T14:50:00Z,New Jersey,B.1.351,0.0014,5132
2021-05-08T14:50:00Z,New Jersey,B.1.427/B.1.429,0.0127,5132
2021-05-08T14:50:00Z,New Jersey,P.1,0.0152,5132
2021-05-08T14:50:00Z,New Jersey,Other lineages,0.5557,5132
2021-05-08T14:50:00Z,New York,B.1.1.7,0.3896,2279
2021-05-08T14:50:00Z,New York,B.1.351,0.0048,2279
2021-05-08T14:50:00Z,New York,B.1.427/B.1.429,0.0298,2279
2021-05-08T14:50:00Z,New York,P.1,0.0145,2279
2021-05-08T14:50:00Z,New York,Other lineages,0.5612,2279
2021-05-08T14:50:00Z,North Carolina,B.1.1.7,0.4467,1352
2021-05-08T14:50:00Z,North Carolina,B.1.351,0.0385,1352
2021-05-08T14:50:00Z,North Carolina,B.1.427/B.1.429,0.0525,1352
2021-05-08T14:50:00Z,North Carolina,P.1,0.0074,1352
2021-05-08T14:50:00Z,North Carolina,Other lineages,0.4549,1352
2021-05-08T14:50:00Z,Ohio,B.1.1.7,0.5177,1493
2021-05-08T14:50:00Z,Ohio,B.1.351,0.0174,1493
2021-05-08T14:50:00Z,Ohio,B.1.427/B.1.429,0.0482,1493
2021-05-08T14:50:00Z,Ohio,P.1,0.0181,1493
2021-05-08T14:50:00Z,Ohio,Other lineages,0.3985,1493
2021-05-08T14:50:00Z,Pennsylvania,B.1.1.7,0.5179,4503
2021-05-08T14:50:00Z,Pennsylvania,B.1.351,0.0082,4503
2021-05-08T14:50:00Z,Pennsylvania,B.1.427/B.1.429,0.0291,4503
2021-05-08T14:50:00Z,Pennsylvania,P.1,0.0142,4503
2021-05-08T14:50:00Z,Pennsylvania,Other lineages,0.4306,4503
2021-05-08T14:50:00Z,Rhode Island,B.1.1.7,0.3501,934
2021-05-08T14:50:00Z,Rhode Island,B.1.351,,934
2021-05-08T14:50:00Z,Rhode Island,B.1.427/B.1.429,0.0546,934
2021-05-08T14:50:00Z,Rhode Island,P.1,0.0278,934
2021-05-08T14:50:00Z,Rhode Island,Other lineages,0.5675,934
2021-05-08T14:50:00Z,Tennessee,B.1.1.7,0.7365,1222
2021-05-08T14:50:00Z,Tennessee,B.1.351,0.0025,1222
2021-05-08T14:50:00Z,Tennessee,B.1.427/B.1.429,0.027,1222
2021-05-08T14:50:00Z,Tennessee,P.1,0.0041,1222
2021-05-08T14:50:00Z,Tennessee,Other lineages,0.23,1222
2021-05-08T14:50:00Z,Texas,B.1.1.7,0.603,2816
2021-05-08T14:50:00Z,Texas,B.1.351,0.0025,2816
2021-05-08T14:50:00Z,Texas,B.1.427/B.1.429,0.0565,2816
2021-05-08T14:50:00Z,Texas,P.1,0.0227,2816
2021-05-08T14:50:00Z,Texas,Other lineages,0.3153,2816
2021-05-08T14:50:00Z,Virginia,B.1.1.7,0.5467,900
2021-05-08T14:50:00Z,Virginia,B.1.351,0.0222,900
2021-05-08T14:50:00Z,Virginia,B.1.427/B.1.429,0.0578,900
2021-05-08T14:50:00Z,Virginia,P.1,0.0067,900
2021-05-08T14:50:00Z,Virginia,Other lineages,0.3667,900
2021-05-08T14:50:00Z,West Virginia,B.1.1.7,0.3219,755
2021-05-08T14:50:00Z,West Virginia,B.1.351,0.0013,755
2021-05-08T14:50:00Z,West Virginia,B.1.427/B.1.429,0.0954,755
2021-05-08T14:50:00Z,West Virginia,P.1,0.0026,755
2021-05-08T14:50:00Z,West Virginia,Other lineages,0.5788,755
2021-05-08T14:50:00Z,Wisconsin,B.1.1.7,0.4324,895
2021-05-08T14:50:00Z,Wisconsin,B.1.351,0.0156,895
2021-05-08T14:50:00Z,Wisconsin,B.1.427/B.1.429,0.0972,895
2021-05-08T14:50:00Z,Wisconsin,P.1,0.0257,895
2021-05-08T14:50:00Z,Wisconsin,Other lineages,0.4291,895
2021-05-10T14:51:00Z,Arizona,B.1.1.7,0.3203,487
2021-05-10T14:51:00Z,Arizona,B.1.351,0.0062,487
2021-05-10T14:51:00Z,Arizona,B.1.427/B.1.429,0.2772,487
2021-05-10T14:51:00Z,Arizona,P.1,0.0349,487
2021-05-10T14:51:00Z,Arizona,Other lineages,0.3614,487
2021-05-10T14:51:00Z,California,B.1.1.7,0.3056,7663
2021-05-10T14:51:00Z,California,B.1.351,0.0055,7663
2021-05-10T14:51:00Z,California,B.1.427/B.1.429,0.3837,7663
2021-05-10T14:51:00Z,California,P.1,0.0397,7663
2021-05-10T14:51:00Z,California,Other lineages,0.2656,7663
2021-05-10T14:51:00Z,Colorado,B.1.1.7,0.4903,1860
2021-05-10T14:51:00Z,Colorado,B.1.351,0.0059,1860
2021-05-10T14:51:00Z,Colorado,B.1.427/B.1.429,0.2366,1860
2021-05-10T14:51:00Z,Colorado,P.1,0.0113,1860
2021-05-10T14:51:00Z,Colorado,Other lineages,0.2559,1860
2021-05-10T14:51:00Z,Connecticut,B.1.1.7,0.3816,891
2021-05-10T14:51:00Z,Connecticut,B.1.351,0.0056,891
2021-05-10T14:51:00Z,Connecticut,B.1.427/B.1.429,0.0325,891
2021-05-10T14:51:00Z,Connecticut,P.1,0.0213,891
2021-05-10T14:51:00Z,Connecticut,Other lineages,0.5589,891
2021-05-10T14:51:00Z,Florida,B.1.1.7,0.6294,8575
2021-05-10T14:51:00Z,Florida,B.1.351,0.0023,8575
2021-05-10T14:51:00Z,Florida,B.1.427/B.1.429,0.0456,8575
2021-05-10T14:51:00Z,Florida,P.1,0.054,8575
2021-05-10T14:51:00Z,Florida,Other lineages,0.2687,8575
2021-05-10T14:51:00Z,Georgia,B.1.1.7,0.6503,1384
2021-05-10T14:51:00Z,Georgia,B.1.351,0.0246,1384
2021-05-10T14:51:00Z,Georgia,B.1.427/B.1.429,0.0347,1384
2021-05-10T14:51:00Z,Georgia,P.1,0.0123,1384
2021-05-10T14:51:00Z,Georgia,Other lineages,0.2782,1384
2021-05-10T14:51:00Z,Illinois,B.1.1.7,0.4401,2811
2021-05-10T14:51:00Z,Illinois,B.1.351,0.0068,2811
2021-05-10T14:51:00Z,Illinois,B.1.427/B.1.429,0.1117,2811
2021-05-10T14:51:00Z,Illinois,P.1,0.148,2811
2021-05-10T14:51:00Z,Illinois,Other lineages,0.2935,2811
2021-05-10T14:51:00Z,Indiana,B.1.1.7,0.4881,1096
2021-05-10T14:51:00Z,Indiana,B.1.351,0.0046,1096
2021-05-10T14:51:00Z,Indiana,B.1.427/B.1.429,0.0849,1096
2021-05-10T14:51:00Z,Indiana,P.1,0.0265,1096
2021-05-10T14:51:00Z,Indiana,Other lineages,0.396,1096
2021-05-10T14:51:00Z,Kentucky,B.1.1.7,0.3889,396
2021-05-10T14:51:00Z,Kentucky,B.1.351,,396
2021-05-10T14:51:00Z,Kentucky,B.1.427/B.1.429,0.0404,396
2021-05-10T14:51:00Z,Kentucky,P.1,0.0126,396
2021-05-10T14:51:00Z,Kentucky,Other lineages,0.5581,396
2021-05-10T14:51:00Z,Maryland,B.1.1.7,0.5923,1143
2021-05-10T14:51:00Z,Maryland,B.1.351,0.0245,1143
2021-05-10T14:51:00Z,Maryland,B.1.427/B.1.429,0.0201,1143
2021-05-10T14:51:00Z,Maryland,P.1,0.0096,1143
2021-05-10T14:51:00Z,Maryland,Other lineages,0.3535,1143
2021-05-10T14:51:00Z,Massachusetts,B.1.1.7,0.4417,3138
2021-05-10T14:51:00Z,Massachusetts,B.1.351,0.0016,3138
2021-05-10T14:51:00Z,Massachusetts,B.1.427/B.1.429,0.028,3138
2021-05-10T14:51:00Z,Massachusetts,P.1,0.0768,3138
2021-05-10T14:51:00Z,Massachusetts,Other lineages,0.4519,3138
2021-05-10T14:51:00Z,Michigan,B.1.1.7,0.7084,5178
2021-05-10T14:51:00Z,Michigan,B.1.351,0.0041,5178
2021-05-10T14:51:00Z,Michigan,B.1.427/B.1.429,0.0373,5178
2021-05-10T14:51:00Z,Michigan,P.1,0.0118,5178
2021-05-10T14:51:00Z,Michigan,Other lineages,0.2385,5178
2021-05-10T14:51:00Z,Minnesota,B.1.1.7,0.6745,6064
2021-05-10T14:51:00Z,Minnesota,B.1.351,0.0053,6064
2021-05-10T14:51:00Z,Minnesota,B.1.427/B.1.429,0.1074,6064
2021-05-10T14:51:00Z,Minnesota,P.1,0.0068,6064
2021-05-10T14:51:00Z,Minnesota,Other lineages,0.2061,6064
2021-05-10T14:51:00Z,New Hampshire,B.1.1.7,0.3738,527
2021-05-10T14:51:00Z,New Hampshire,B.1.351,0.0038,527
2021-05-10T14:51:00Z,New Hampshire,B.1.427/B.1.429,0.0664,527
2021-05-10T14:51:00Z,New Hampshire,P.1,0.0455,527
2021-05-10T14:51:00Z,New Hampshire,Other lineages,0.5104,527
2021-05-10T14:51:00Z,New Jersey,B.1.1.7,0.415,5132
2021-05-10T14:51:00Z,New Jersey,B.1.351,0.0014,5132
2021-05-10T14:51:00Z,New Jersey,B.1.427/B.1.429,0.0127,5132
2021-05-10T14:51:00Z,New Jersey,P.1,0.0152,5132
2021-05-10T14:51:00Z,New Jersey,Other lineages,0.5557,5132
2021-05-10T14:51:00Z,New York,B.1.1.7,0.3896,2279
2021-05-10T14:51:00Z,New York,B.1.351,0.0048,2279
2021-05-10T14:51:00Z,New York,B.1.427/B.1.429,0.0298,2279
2021-05-10T14:51:00Z,New York,P.1,0.0145,2279
2021-05-10T14:51:00Z,New York,Other lineages,0.5612,2279
2021-05-10T14:51:00Z,North Carolina,B.1.1.7,0.4467,1352
2021-05-10T14:51:00Z,North Carolina,B.1.351,0.0385,1352
2021-05-10T14:51:00Z,North Carolina,B.1.427/B.1.429,0.0525,1352
2021-05-10T14:51:00Z,North Carolina,P.1,0.0074,1352
2021-05-10T14:51:00Z,North Carolina,Other lineages,0.4549,1352
2021-05-10T14:51:00Z,Ohio,B.1.1.7,0.5177,1493
2021-05-10T14:51:00Z,Ohio,B.1.351,0.0174,1493
2021-05-10T14:51:00Z,Ohio,B.1.427/B.1.429,0.0482,1493
2021-05-10T14:51:00Z,Ohio,P.1,0.0181,1493
2021-05-10T14:51:00Z,Ohio,Other lineages,0.3985,1493
2021-05-10T14:51:00Z,Pennsylvania,B.1.1.7,0.5179,4503
2021-05-10T14:51:00Z,Pennsylvania,B.1.351,0.0082,4503
2021-05-10T14:51:00Z,Pennsylvania,B.1.427/B.1.429,0.0291,4503
2021-05-10T14:51:00Z,Pennsylvania,P.1,0.0142,4503
2021-05-10T14:51:00Z,Pennsylvania,Other lineages,0.4306,4503
2021-05-10T14:51:00Z,Rhode Island,B.1.1.7,0.3501,934
2021-05-10T14:51:00Z,Rhode Island,B.1.351,,934
2021-05-10T14:51:00Z,Rhode Island,B.1.427/B.1.429,0.0546,934
